,ISO3,year,Food,"Cereals, primary",Agriculture,Livestock,Crops
4786,IRQ,1994,199.88,105.2,200.66,157.38,212.1
4787,IRQ,1995,199.24,90.66,198.72,135.88,215.34
4788,IRQ,1996,194.81,100.01,194.18,126.39,212.1
4789,IRQ,1997,183.76,73.39,184.68,139.72,196.57
4790,IRQ,1998,190.58,78.69,192.16,139.74,206.01
4791,IRQ,1999,173.3,50.16,175.56,147.57,182.96
4792,IRQ,2000,165.1,25.98,166.0,163.87,166.56
4793,IRQ,2001,182.85,51.54,185.02,171.38,188.63
4794,IRQ,2002,198.51,114.74,200.79,172.38,208.3
4795,IRQ,2003,153.46,92.84,154.61,111.22,166.07
4796,IRQ,2004,144.68,87.09,145.74,119.21,152.75
4797,IRQ,2005,152.16,95.93,152.71,135.63,157.23
4798,IRQ,2006,151.65,97.36,152.07,124.26,159.43
4799,IRQ,2007,147.64,98.64,148.3,128.38,153.57
4800,IRQ,2008,130.66,57.49,131.03,135.34,129.89
4801,IRQ,2009,126.35,64.31,127.1,124.12,127.89
4802,IRQ,2010,140.36,99.67,141.37,130.48,144.25
4803,IRQ,2011,147.05,96.3,147.53,138.71,149.86
4804,IRQ,2012,142.17,104.64,142.38,136.13,144.04
4805,IRQ,2013,153.57,145.58,153.46,117.3,163.02
4806,IRQ,2014,140.58,150.52,139.96,114.19,146.77
4807,IRQ,2015,78.89,69.32,79.2,98.12,74.2
4808,IRQ,2016,80.53,80.17,80.84,87.69,79.03
4809,IRQ,2017,77.77,77.03,78.13,87.48,75.66
4810,IRQ,2018,74.59,47.0,74.98,89.16,71.23
4811,IRQ,2019,118.93,135.39,118.48,98.7,123.71
4812,IRQ,2020,139.9,162.73,138.97,98.22,149.75
4813,IRQ,2021,117.32,100.02,116.71,96.96,121.93
4814,IRQ,2022,95.01,61.15,94.7,93.95,94.9
4815,IRQ,2023,93.12,84.25,92.76,107.41,88.89
4816,ISL,1961,137.97,,145.08,146.04,116.09
4817,ISL,1962,142.93,,149.36,151.33,90.06
4818,ISL,1963,137.97,,143.55,145.66,80.17
4819,ISL,1964,132.84,,137.99,140.05,76.04
4820,ISL,1965,138.67,,143.95,145.18,106.87
4821,ISL,1966,129.75,,135.82,139.08,37.6
4822,ISL,1967,135.38,,141.57,144.3,59.39
4823,ISL,1968,124.24,,129.8,132.42,51.15
4824,ISL,1969,122.88,,128.48,131.34,42.57
4825,ISL,1970,119.7,,122.11,124.55,48.79
4826,ISL,1971,118.69,,120.81,121.74,92.96
4827,ISL,1972,125.56,,127.79,129.71,70.1
4828,ISL,1973,127.74,,130.11,132.72,51.56
4829,ISL,1974,133.1,,135.4,136.52,101.62
4830,ISL,1975,133.99,,136.31,139.1,52.38
4831,ISL,1976,130.26,,132.67,135.17,57.36
4832,ISL,1977,130.7,,133.4,135.74,62.96
4833,ISL,1978,137.96,,140.7,142.04,100.58
4834,ISL,1979,137.57,,140.24,143.1,53.95
4835,ISL,1980,127.64,,129.96,130.48,114.28
4836,ISL,1981,126.65,,129.45,130.96,84.07
4837,ISL,1982,124.24,,126.8,127.55,104.4
4838,ISL,1983,120.11,,122.5,125.12,43.73
4839,ISL,1984,119.46,,121.7,121.24,135.34
4840,ISL,1985,121.05,,123.2,124.12,95.53
4841,ISL,1986,121.57,,123.72,123.93,117.26
4842,ISL,1987,114.38,,116.61,116.34,124.81
4843,ISL,1988,99.4,,101.86,102.7,76.37
4844,ISL,1989,92.93,,94.86,95.93,62.56
4845,ISL,1990,92.84,,94.21,95.22,63.71
4846,ISL,1991,93.91,,95.67,95.22,109.29
4847,ISL,1992,90.96,,92.55,92.81,84.64
4848,ISL,1993,86.61,,87.7,88.1,75.79
4849,ISL,1994,88.35,,89.19,89.1,91.89
4850,ISL,1995,87.02,,87.7,88.33,68.69
4851,ISL,1996,84.87,,85.67,85.37,94.64
4852,ISL,1997,85.1,,85.9,86.19,76.95
4853,ISL,1998,86.83,,87.64,87.35,96.48
4854,ISL,1999,90.01,,90.56,90.88,80.99
4855,ISL,2000,92.13,,93.62,93.81,87.89
4856,ISL,2001,90.14,,91.62,91.45,96.76
4857,ISL,2002,92.02,,92.0,92.49,77.23
4858,ISL,2003,92.4,,92.37,92.93,75.45
4859,ISL,2004,91.65,,92.01,91.76,99.63
4860,ISL,2005,89.97,,90.09,89.45,109.19
4861,ISL,2006,90.71,,90.55,89.84,112.02
4862,ISL,2007,93.47,,92.94,92.47,106.98
4863,ISL,2008,93.11,,92.93,92.56,104.12
4864,ISL,2009,92.4,,92.25,92.31,90.48
4865,ISL,2010,93.18,,93.06,92.67,104.92
4866,ISL,2011,93.89,,94.36,94.79,81.41
4867,ISL,2012,96.84,,97.21,97.24,96.16
4868,ISL,2013,95.0,,94.77,95.56,71.1
4869,ISL,2014,96.7,,96.42,96.8,84.85
4870,ISL,2015,100.21,77.77,100.42,100.41,100.86
4871,ISL,2016,103.09,122.23,103.16,102.79,114.29
4872,ISL,2017,104.12,119.57,104.17,104.1,106.18
4873,ISL,2018,101.72,61.35,101.38,102.23,75.93
4874,ISL,2019,98.74,121.58,98.59,98.56,99.32
4875,ISL,2020,94.96,110.33,94.72,94.8,92.26
4876,ISL,2021,92.61,111.57,92.26,92.39,88.33
4877,ISL,2022,89.19,129.89,88.91,88.65,96.64
4878,ISL,2023,87.47,109.98,86.79,86.69,89.92
4879,ISR,1961,87.41,216.28,90.45,61.33,132.62
4880,ISR,1962,89.95,184.5,93.1,65.45,133.16
4881,ISR,1963,91.45,162.51,93.53,62.04,139.15
4882,ISR,1964,101.76,365.29,104.13,64.58,161.43
4883,ISR,1965,97.0,313.73,100.61,61.88,156.72
4884,ISR,1966,93.48,146.88,97.53,61.38,149.9
4885,ISR,1967,103.07,311.92,107.61,64.51,170.04
4886,ISR,1968,101.85,221.86,106.72,62.46,170.84
4887,ISR,1969,99.99,188.0,105.55,61.29,169.67
4888,ISR,1970,99.94,142.62,104.81,62.86,165.59
4889,ISR,1971,107.71,218.61,112.32,64.24,181.97
4890,ISR,1972,112.73,329.77,117.61,65.64,192.88
4891,ISR,1973,111.13,251.96,115.43,66.49,186.31
4892,ISR,1974,112.67,286.27,118.66,69.45,189.93
4893,ISR,1975,111.61,247.41,117.3,72.19,182.65
4894,ISR,1976,114.18,195.2,120.2,77.78,181.65
4895,ISR,1977,113.43,200.5,120.82,78.36,182.32
4896,ISR,1978,112.35,142.49,121.41,76.65,186.24
4897,ISR,1979,109.1,110.76,117.39,74.89,178.94
4898,ISR,1980,108.19,215.16,116.62,72.26,180.89
4899,ISR,1981,105.51,181.07,115.69,71.6,179.57
4900,ISR,1982,113.35,136.58,122.4,74.74,191.44
4901,ISR,1983,115.01,289.04,124.44,76.53,193.83
4902,ISR,1984,111.5,112.2,119.88,81.88,174.93
4903,ISR,1985,109.4,147.85,119.18,78.46,178.17
4904,ISR,1986,104.38,174.09,110.97,74.71,163.49
4905,ISR,1987,110.83,251.9,116.14,76.17,174.03
4906,ISR,1988,103.72,184.88,109.35,80.79,150.71
4907,ISR,1989,105.72,186.02,109.56,78.52,154.52
4908,ISR,1990,114.02,226.7,118.02,77.08,177.32
4909,ISR,1991,98.27,148.7,99.49,77.37,131.52
4910,ISR,1992,99.27,179.82,101.06,77.46,135.25
4911,ISR,1993,98.31,151.64,99.92,79.68,129.23
4912,ISR,1994,97.35,88.96,99.32,82.41,123.81
4913,ISR,1995,102.5,151.35,105.18,79.26,142.73
4914,ISR,1996,99.88,124.23,103.53,78.52,139.77
4915,ISR,1997,96.04,84.59,99.38,77.72,130.74
4916,ISR,1998,94.81,109.79,97.82,72.37,134.68
4917,ISR,1999,93.34,49.8,94.39,74.05,123.85
4918,ISR,2000,100.01,75.51,100.4,88.26,117.99
4919,ISR,2001,97.97,99.45,98.61,88.35,113.46
4920,ISR,2002,103.4,109.24,103.83,92.31,120.53
4921,ISR,2003,100.45,120.37,100.81,92.93,112.21
4922,ISR,2004,105.21,105.47,105.98,92.97,124.81
4923,ISR,2005,103.97,118.18,104.3,93.1,120.52
4924,ISR,2006,101.21,90.83,101.76,91.49,116.63
4925,ISR,2007,103.55,103.46,103.85,95.67,115.7
4926,ISR,2008,101.38,69.32,101.1,98.41,104.98
4927,ISR,2009,100.79,90.47,100.41,93.33,110.66
4928,ISR,2010,99.77,82.7,99.38,94.71,106.16
4929,ISR,2011,98.81,92.64,98.96,93.99,106.16
4930,ISR,2012,102.18,120.33,102.2,97.46,109.07
4931,ISR,2013,100.29,109.89,100.11,94.84,107.74
4932,ISR,2014,102.22,116.78,102.12,100.2,104.89
4933,ISR,2015,99.04,101.51,99.21,100.14,97.85
4934,ISR,2016,98.74,81.71,98.68,99.66,97.27
4935,ISR,2017,97.98,51.18,97.82,100.66,93.7
4936,ISR,2018,94.24,44.04,93.95,98.51,87.34
4937,ISR,2019,93.82,53.03,93.49,96.32,89.4
4938,ISR,2020,93.68,70.62,93.22,98.59,85.45
4939,ISR,2021,91.36,76.62,90.88,94.86,85.12
4940,ISR,2022,94.14,67.97,94.2,97.28,89.75
4941,ISR,2023,93.24,64.32,93.18,100.49,82.6
4942,ITA,1961,104.48,91.85,104.56,86.22,113.91
4943,ITA,1962,104.91,95.03,105.11,87.64,114.01
4944,ITA,1963,103.45,86.11,103.78,78.99,116.41
4945,ITA,1964,107.18,90.05,107.56,82.59,120.28
4946,ITA,1965,109.13,92.66,109.45,85.66,121.57
4947,ITA,1966,110.74,91.3,111.02,91.16,121.14
4948,ITA,1967,116.23,95.61,116.57,88.63,130.8
4949,ITA,1968,111.18,93.99,111.44,90.95,121.88
4950,ITA,1969,113.29,98.6,113.56,89.91,125.61
4951,ITA,1970,112.79,99.49,113.03,91.15,124.18
4952,ITA,1971,110.54,100.52,110.78,89.32,121.71
4953,ITA,1972,102.59,94.62,102.87,87.77,110.57
4954,ITA,1973,111.98,95.61,112.29,92.98,122.12
4955,ITA,1974,113.14,100.27,113.44,96.8,121.91
4956,ITA,1975,111.7,100.79,112.13,89.64,123.58
4957,ITA,1976,106.76,97.26,107.17,92.18,114.81
4958,ITA,1977,110.35,82.56,110.76,100.62,115.92
4959,ITA,1978,111.89,102.71,112.29,100.48,118.3
4960,ITA,1979,119.15,102.76,119.68,104.19,127.57
4961,ITA,1980,123.95,103.6,124.39,106.26,133.63
4962,ITA,1981,119.09,104.88,119.58,106.37,126.31
4963,ITA,1982,114.27,104.85,114.86,104.47,120.16
4964,ITA,1983,128.14,103.34,128.75,109.19,138.7
4965,ITA,1984,116.92,113.53,117.74,111.53,120.91
4966,ITA,1985,116.86,103.01,117.58,109.14,121.87
4967,ITA,1986,117.68,106.98,118.27,107.21,123.9
4968,ITA,1987,122.2,105.36,122.87,109.94,129.45
4969,ITA,1988,114.54,99.12,115.38,112.83,116.68
4970,ITA,1989,117.2,98.03,118.1,110.8,121.82
4971,ITA,1990,108.82,100.14,109.86,114.15,107.68
4972,ITA,1991,120.53,109.98,121.4,112.7,125.83
4973,ITA,1992,121.75,113.04,122.35,114.82,126.18
4974,ITA,1993,118.49,111.83,119.0,116.04,120.5
4975,ITA,1994,116.97,108.81,117.39,115.89,118.16
4976,ITA,1995,116.14,110.88,116.57,119.96,114.85
4977,ITA,1996,119.8,117.94,120.26,121.73,119.52
4978,ITA,1997,117.56,112.03,118.02,121.91,116.04
4979,ITA,1998,117.83,117.14,118.3,117.93,118.5
4980,ITA,1999,125.92,118.43,126.33,122.34,128.35
4981,ITA,2000,121.83,115.17,122.28,120.97,122.94
4982,ITA,2001,119.32,110.8,119.78,119.97,119.68
4983,ITA,2002,115.63,118.56,116.05,120.44,113.81
4984,ITA,2003,110.99,100.18,111.44,115.82,109.21
4985,ITA,2004,123.99,128.68,124.33,114.82,129.18
4986,ITA,2005,119.42,117.42,119.75,113.58,122.89
4987,ITA,2006,113.98,110.63,114.22,110.48,116.12
4988,ITA,2007,111.87,111.27,112.19,113.39,111.58
4989,ITA,2008,114.12,117.27,114.33,116.17,113.39
4990,ITA,2009,113.27,97.12,113.5,112.07,114.23
4991,ITA,2010,109.25,100.37,109.44,110.21,109.05
4992,ITA,2011,108.07,104.56,108.15,106.85,108.81
4993,ITA,2012,103.42,101.2,103.41,108.84,100.64
4994,ITA,2013,101.63,98.37,101.62,103.77,100.53
4995,ITA,2014,95.43,103.62,95.46,95.88,95.25
4996,ITA,2015,102.54,96.48,102.53,101.5,103.06
4997,ITA,2016,102.03,99.89,102.01,102.62,101.7
4998,ITA,2017,98.25,89.88,98.28,100.38,97.21
4999,ITA,2018,99.65,91.02,99.57,106.84,95.87
5000,ITA,2019,99.18,90.16,99.06,107.91,94.55
5001,ITA,2020,101.02,93.33,100.87,105.89,98.31
5002,ITA,2021,101.01,92.02,100.87,109.46,96.5
5003,ITA,2022,98.79,79.66,98.6,104.78,95.45
5004,ITA,2023,95.11,86.25,94.93,102.29,91.18
5005,JAM,1961,113.94,900.84,113.67,42.57,176.75
5006,JAM,1962,111.89,935.92,111.77,41.31,174.26
5007,JAM,1963,117.11,994.6,117.45,41.35,184.96
5008,JAM,1964,119.52,655.77,120.06,42.01,189.29
5009,JAM,1965,121.72,542.07,121.7,40.99,193.29
5010,JAM,1966,122.42,495.98,122.42,44.07,191.91
5011,JAM,1967,118.79,323.66,118.84,49.98,179.92
5012,JAM,1968,110.65,269.61,110.69,50.5,164.09
5013,JAM,1969,104.53,327.39,104.57,52.99,150.33
5014,JAM,1970,106.8,343.54,106.76,52.87,154.55
5015,JAM,1971,112.64,366.55,112.54,54.17,164.3
5016,JAM,1972,110.15,276.81,110.06,51.49,162.0
5017,JAM,1973,101.35,257.3,101.31,57.8,139.9
5018,JAM,1974,101.98,603.43,101.88,57.96,140.83
5019,JAM,1975,98.3,935.94,98.24,58.12,133.83
5020,JAM,1976,100.23,844.14,100.23,61.38,134.69
5021,JAM,1977,99.05,657.63,98.9,62.69,131.02
5022,JAM,1978,104.89,691.98,104.74,61.85,142.78
5023,JAM,1979,98.24,460.94,98.27,61.23,131.12
5024,JAM,1980,95.66,486.75,95.69,60.66,126.77
5025,JAM,1981,91.63,432.14,91.92,58.51,121.55
5026,JAM,1982,87.34,318.81,87.61,56.55,115.17
5027,JAM,1983,89.97,529.54,90.12,62.93,114.24
5028,JAM,1984,96.0,720.31,96.42,67.55,122.03
5029,JAM,1985,88.81,614.44,88.93,56.09,118.06
5030,JAM,1986,89.87,467.97,90.3,59.62,117.52
5031,JAM,1987,92.06,414.53,92.47,63.39,118.26
5032,JAM,1988,91.14,267.43,91.55,60.41,119.16
5033,JAM,1989,84.17,191.6,84.62,57.78,108.43
5034,JAM,1990,100.98,125.61,101.3,88.74,112.44
5035,JAM,1991,100.21,192.28,100.53,84.26,114.96
5036,JAM,1992,105.91,229.18,106.19,86.79,123.39
5037,JAM,1993,106.68,179.95,106.95,78.49,132.19
5038,JAM,1994,110.66,201.52,110.83,78.04,139.92
5039,JAM,1995,111.88,186.94,111.98,78.76,141.45
5040,JAM,1996,116.3,187.28,116.35,82.67,146.22
5041,JAM,1997,108.29,143.97,108.33,83.21,130.62
5042,JAM,1998,105.93,101.37,105.98,86.01,123.71
5043,JAM,1999,109.59,97.77,109.62,91.43,125.76
5044,JAM,2000,101.82,79.34,101.9,91.59,111.04
5045,JAM,2001,105.43,94.45,105.49,92.49,117.02
5046,JAM,2002,103.44,77.58,103.51,94.29,111.69
5047,JAM,2003,107.85,89.96,107.91,98.64,116.12
5048,JAM,2004,103.6,70.0,103.68,96.2,110.32
5049,JAM,2005,99.11,82.99,99.22,98.4,99.96
5050,JAM,2006,104.2,81.07,104.29,94.82,112.69
5051,JAM,2007,104.04,76.55,104.13,94.3,112.84
5052,JAM,2008,97.6,88.59,97.71,95.75,99.45
5053,JAM,2009,100.64,111.82,100.7,95.08,105.7
5054,JAM,2010,93.3,120.8,93.39,91.77,94.83
5055,JAM,2011,97.16,133.41,97.2,91.37,102.38
5056,JAM,2012,98.24,141.84,98.25,92.98,102.92
5057,JAM,2013,97.53,125.89,97.56,93.6,101.06
5058,JAM,2014,98.05,104.66,98.07,95.23,100.6
5059,JAM,2015,97.74,98.12,97.75,98.26,97.3
5060,JAM,2016,104.22,97.22,104.17,106.51,102.1
5061,JAM,2017,102.36,104.17,102.35,106.35,98.79
5062,JAM,2018,105.17,89.12,105.15,108.43,102.23
5063,JAM,2019,103.82,84.23,103.81,108.54,99.61
5064,JAM,2020,99.67,82.29,99.67,103.37,96.38
5065,JAM,2021,103.78,86.32,103.75,105.55,102.16
5066,JAM,2022,111.15,98.64,111.07,113.36,109.04
5067,JAM,2023,108.46,93.13,108.39,114.8,102.71
5068,JOR,1961,286.51,3127.38,289.44,72.01,418.8
5069,JOR,1962,213.35,2220.81,215.7,79.22,296.9
5070,JOR,1963,220.19,1419.07,220.52,88.34,299.16
5071,JOR,1964,300.77,5281.57,304.16,100.82,425.14
5072,JOR,1965,261.92,4725.12,266.22,121.15,352.52
5073,JOR,1966,195.71,1483.3,200.0,123.35,245.61
5074,JOR,1967,206.96,2333.28,209.64,76.9,288.62
5075,JOR,1968,100.45,1162.48,104.3,75.67,121.33
5076,JOR,1969,99.02,1887.92,101.98,66.84,122.89
5077,JOR,1970,72.27,537.08,74.15,64.31,80.01
5078,JOR,1971,91.27,1654.37,93.05,83.55,98.71
5079,JOR,1972,100.1,2003.91,101.91,73.79,118.64
5080,JOR,1973,64.05,445.54,65.96,80.42,57.36
5081,JOR,1974,96.01,2160.56,97.81,62.29,118.94
5082,JOR,1975,66.61,457.3,68.09,69.48,67.26
5083,JOR,1976,60.96,573.01,61.92,60.97,62.49
5084,JOR,1977,66.95,514.46,68.24,65.83,69.67
5085,JOR,1978,92.34,456.98,93.69,65.61,110.39
5086,JOR,1979,68.28,138.08,69.86,65.46,72.48
5087,JOR,1980,90.53,1058.18,92.68,67.82,107.46
5088,JOR,1981,83.67,410.44,86.13,68.11,96.85
5089,JOR,1982,83.55,404.82,85.79,68.16,96.27
5090,JOR,1983,89.68,699.68,92.88,78.12,101.67
5091,JOR,1984,88.59,322.38,90.15,91.53,89.32
5092,JOR,1985,101.79,407.45,103.43,97.25,107.11
5093,JOR,1986,90.3,192.93,91.47,93.89,90.03
5094,JOR,1987,96.12,511.54,97.59,91.29,101.33
5095,JOR,1988,104.18,531.1,105.91,89.85,115.46
5096,JOR,1989,86.14,321.17,87.94,73.37,96.61
5097,JOR,1990,104.61,477.33,106.09,78.93,122.24
5098,JOR,1991,89.39,345.82,90.69,91.35,90.3
5099,JOR,1992,110.31,457.56,112.47,106.47,116.04
5100,JOR,1993,89.98,273.76,92.4,113.9,79.61
5101,JOR,1994,100.22,219.88,101.48,103.78,100.11
5102,JOR,1995,97.66,255.45,99.43,103.73,96.87
5103,JOR,1996,88.63,196.6,89.9,101.96,82.73
5104,JOR,1997,86.09,188.03,86.98,98.13,80.34
5105,JOR,1998,94.31,167.02,94.68,96.25,93.75
5106,JOR,1999,80.57,36.82,81.12,99.5,70.18
5107,JOR,2000,94.57,96.18,95.45,98.24,93.79
5108,JOR,2001,85.14,88.98,85.67,97.75,78.49
5109,JOR,2002,106.53,231.36,107.45,96.76,113.8
5110,JOR,2003,98.42,160.37,98.49,102.22,96.27
5111,JOR,2004,108.69,83.94,108.69,106.47,110.01
5112,JOR,2005,110.31,155.47,110.69,105.55,113.74
5113,JOR,2006,103.03,97.23,103.14,98.86,105.69
5114,JOR,2007,97.12,69.19,97.28,105.74,92.26
5115,JOR,2008,98.44,52.27,98.76,116.1,88.45
5116,JOR,2009,103.42,74.4,103.19,113.24,97.21
5117,JOR,2010,112.51,106.32,113.24,119.32,109.62
5118,JOR,2011,113.2,114.57,113.19,117.44,110.66
5119,JOR,2012,109.2,117.63,109.04,117.98,103.72
5120,JOR,2013,104.16,141.56,104.74,108.1,102.75
5121,JOR,2014,99.26,118.96,99.29,106.03,95.28
5122,JOR,2015,100.14,91.7,100.07,95.17,102.99
5123,JOR,2016,100.6,89.34,100.64,98.8,101.73
5124,JOR,2017,89.78,74.49,89.86,103.97,81.47
5125,JOR,2018,93.51,80.14,93.5,112.8,82.02
5126,JOR,2019,90.15,109.08,90.19,112.71,76.79
5127,JOR,2020,90.09,129.85,90.1,114.23,75.75
5128,JOR,2021,97.19,114.97,97.11,119.93,83.54
5129,JOR,2022,96.21,58.04,96.16,130.15,75.94
5130,JOR,2023,92.4,80.81,92.38,110.63,81.52
5131,JPN,1961,93.37,206.88,97.02,36.57,169.62
5132,JPN,1962,97.64,210.87,101.25,41.38,173.15
5133,JPN,1963,98.48,199.97,102.27,43.21,173.2
5134,JPN,1964,100.37,194.94,104.7,48.66,172.01
5135,JPN,1965,101.41,190.91,105.37,50.82,170.87
5136,JPN,1966,102.16,191.08,106.12,50.27,173.18
5137,JPN,1967,107.66,211.94,111.84,53.23,182.24
5138,JPN,1968,111.54,209.2,115.64,56.36,186.82
5139,JPN,1969,109.49,197.87,113.21,61.97,174.73
5140,JPN,1970,108.8,175.03,112.2,68.03,165.24
5141,JPN,1971,104.92,148.75,108.2,70.68,153.25
5142,JPN,1972,110.17,158.14,113.31,72.53,162.28
5143,JPN,1973,107.77,158.31,111.04,71.35,158.71
5144,JPN,1974,107.64,158.37,110.7,74.77,153.86
5145,JPN,1975,109.45,167.33,112.42,74.19,158.33
5146,JPN,1976,105.13,147.57,108.11,74.08,148.97
5147,JPN,1977,112.77,163.03,115.53,79.72,158.53
5148,JPN,1978,112.39,151.09,115.08,85.03,151.18
5149,JPN,1979,114.23,143.86,116.8,88.74,150.49
5150,JPN,1980,108.45,117.5,110.76,89.72,136.03
5151,JPN,1981,108.5,122.7,110.63,89.7,135.76
5152,JPN,1982,111.69,123.21,113.79,91.95,140.02
5153,JPN,1983,111.59,123.5,113.63,93.85,137.37
5154,JPN,1984,114.3,140.5,116.13,95.8,140.55
5155,JPN,1985,116.57,138.18,118.18,99.0,141.2
5156,JPN,1986,117.11,137.26,118.61,99.73,141.28
5157,JPN,1987,116.28,125.19,117.56,101.07,137.36
5158,JPN,1988,113.13,118.01,114.17,101.74,129.09
5159,JPN,1989,113.68,121.81,114.57,102.02,129.64
5160,JPN,1990,112.29,122.75,113.2,101.06,127.77
5161,JPN,1991,111.74,111.09,112.49,100.73,126.61
5162,JPN,1992,114.86,121.29,115.53,101.77,132.06
5163,JPN,1993,107.11,90.29,107.63,101.25,115.29
5164,JPN,1994,112.52,134.42,113.07,98.73,130.28
5165,JPN,1995,109.28,120.0,109.77,96.86,125.28
5166,JPN,1996,106.78,115.6,107.2,95.33,121.45
5167,JPN,1997,106.9,112.18,107.33,94.71,122.49
5168,JPN,1998,101.88,100.22,102.28,93.69,112.61
5169,JPN,1999,103.04,102.7,103.43,93.41,115.47
5170,JPN,2000,102.2,106.52,102.56,92.47,114.67
5171,JPN,2001,99.99,101.69,100.35,89.43,113.45
5172,JPN,2002,100.78,100.43,101.11,92.25,111.75
5173,JPN,2003,97.64,88.65,97.92,91.43,105.71
5174,JPN,2004,98.32,98.52,98.61,91.19,107.51
5175,JPN,2005,99.17,102.2,99.41,90.65,109.93
5176,JPN,2006,97.17,96.4,97.33,91.35,104.52
5177,JPN,2007,98.82,98.43,98.98,91.94,107.44
5178,JPN,2008,99.28,99.45,99.44,92.13,108.22
5179,JPN,2009,97.63,94.43,97.78,92.84,103.71
5180,JPN,2010,95.49,94.78,95.58,92.11,99.75
5181,JPN,2011,94.39,95.93,94.43,90.01,99.75
5182,JPN,2012,96.41,100.0,96.42,92.67,100.93
5183,JPN,2013,100.59,101.13,100.59,100.48,100.74
5184,JPN,2014,100.72,101.41,100.73,99.88,101.74
5185,JPN,2015,99.74,99.8,99.74,99.65,99.84
5186,JPN,2016,99.54,98.79,99.53,100.47,98.41
5187,JPN,2017,100.06,98.22,100.07,101.08,98.84
5188,JPN,2018,99.98,96.05,99.97,102.23,97.25
5189,JPN,2019,100.84,97.36,100.82,102.97,98.24
5190,JPN,2020,101.05,96.67,101.01,104.63,96.66
5191,JPN,2021,101.94,99.17,101.89,105.75,97.27
5192,JPN,2022,102.27,97.71,102.19,106.77,96.67
5193,JPN,2023,100.88,95.94,100.79,105.61,95.01
5194,KAZ,1994,88.21,88.94,89.22,129.95,60.88
5195,KAZ,1995,69.43,53.75,70.63,110.92,42.6
5196,KAZ,1996,65.07,64.51,65.72,92.53,47.08
5197,KAZ,1997,64.09,73.46,64.71,83.39,51.72
5198,KAZ,1998,52.38,39.58,52.97,78.64,35.11
5199,KAZ,1999,69.86,88.46,70.5,79.23,64.44
5200,KAZ,2000,65.11,71.76,66.32,76.56,59.2
5201,KAZ,2001,75.59,97.87,77.42,77.9,77.08
5202,KAZ,2002,77.61,97.73,79.01,80.6,77.91
5203,KAZ,2003,77.11,90.14,78.86,83.05,75.94
5204,KAZ,2004,75.1,75.59,77.36,87.29,70.45
5205,KAZ,2005,80.01,83.55,82.16,90.42,76.41
5206,KAZ,2006,85.13,99.02,86.93,94.28,81.81
5207,KAZ,2007,92.81,119.37,94.4,97.22,92.43
5208,KAZ,2008,85.18,91.16,86.09,99.57,76.72
5209,KAZ,2009,96.96,120.71,97.2,100.27,95.07
5210,KAZ,2010,82.69,70.33,83.05,102.52,69.5
5211,KAZ,2011,110.21,152.68,110.39,99.87,117.71
5212,KAZ,2012,84.64,72.24,85.78,95.38,79.11
5213,KAZ,2013,95.66,99.92,96.53,96.1,96.83
5214,KAZ,2014,95.95,92.92,96.27,98.4,94.79
5215,KAZ,2015,99.22,99.79,99.11,100.04,98.47
5216,KAZ,2016,104.83,107.3,104.62,101.56,106.75
5217,KAZ,2017,108.38,104.09,108.29,104.51,110.92
5218,KAZ,2018,110.26,102.27,110.17,106.56,112.68
5219,KAZ,2019,88.85,87.39,89.33,79.3,96.3
5220,KAZ,2020,93.27,99.59,93.5,80.5,102.54
5221,KAZ,2021,88.79,81.41,88.93,82.52,93.38
5222,KAZ,2022,98.6,106.04,98.82,81.64,110.78
5223,KAZ,2023,89.84,81.3,89.97,84.02,94.11
5224,KEN,1961,89.58,198.23,91.86,123.69,74.24
5225,KEN,1962,90.1,209.09,92.16,118.39,77.64
5226,KEN,1963,86.01,224.97,88.25,107.96,77.34
5227,KEN,1964,86.95,217.77,88.88,109.99,77.19
5228,KEN,1965,84.76,218.56,86.74,110.77,73.43
5229,KEN,1966,82.12,190.98,84.09,105.78,72.08
5230,KEN,1967,81.64,225.38,83.38,102.75,72.65
5231,KEN,1968,83.66,250.04,85.4,104.31,74.92
5232,KEN,1969,83.43,240.0,84.99,101.76,75.7
5233,KEN,1970,84.58,209.73,85.82,107.67,73.73
5234,KEN,1971,83.13,194.7,84.51,108.61,71.16
5235,KEN,1972,84.45,206.17,85.9,108.42,73.42
5236,KEN,1973,84.99,218.23,86.4,104.78,76.23
5237,KEN,1974,83.57,218.74,85.36,101.98,76.15
5238,KEN,1975,81.82,218.05,83.09,99.08,74.23
5239,KEN,1976,85.61,258.75,86.69,100.72,78.92
5240,KEN,1977,91.85,245.72,92.93,114.24,81.13
5241,KEN,1978,89.67,209.09,90.75,115.18,77.22
5242,KEN,1979,90.82,173.43,91.96,114.35,79.56
5243,KEN,1980,83.75,157.25,85.32,105.03,74.41
5244,KEN,1981,81.12,149.78,82.6,95.04,75.71
5245,KEN,1982,87.22,188.64,88.84,102.88,81.06
5246,KEN,1983,86.44,168.15,88.26,106.47,78.18
5247,KEN,1984,77.44,105.04,79.1,106.14,64.13
5248,KEN,1985,84.32,168.45,85.75,106.2,74.42
5249,KEN,1986,89.41,187.58,90.35,110.39,79.26
5250,KEN,1987,86.48,156.16,87.39,116.19,71.45
5251,KEN,1988,90.97,171.49,91.81,122.31,74.92
5252,KEN,1989,91.61,158.97,92.66,118.68,78.26
5253,KEN,1990,87.69,135.41,88.71,112.72,75.41
