,ISO3,year,Food,"Cereals, primary",Agriculture,Livestock,Crops
2648,DJI,1991,139.37,93.45,139.37,154.61,95.57
2649,DJI,1992,141.51,94.44,141.51,155.89,100.18
2650,DJI,1993,146.78,96.52,146.78,162.05,102.88
2651,DJI,1994,148.37,94.91,148.37,163.91,103.7
2652,DJI,1995,145.65,94.48,145.65,159.72,105.21
2653,DJI,1996,145.26,93.18,145.26,159.62,104.0
2654,DJI,1997,142.31,91.06,142.31,155.78,103.59
2655,DJI,1998,139.03,88.57,139.03,152.27,100.97
2656,DJI,1999,141.04,87.68,141.04,154.99,100.94
2657,DJI,2000,155.47,88.04,155.47,174.6,100.49
2658,DJI,2001,152.1,93.06,152.1,170.12,100.35
2659,DJI,2002,148.45,75.18,148.45,165.01,100.89
2660,DJI,2003,143.8,73.52,143.8,161.49,92.96
2661,DJI,2004,121.82,72.05,121.82,130.86,95.83
2662,DJI,2005,134.16,64.15,134.16,147.71,95.21
2663,DJI,2006,105.51,69.9,105.51,111.28,88.93
2664,DJI,2007,134.47,74.95,134.47,148.84,93.16
2665,DJI,2008,133.62,81.22,133.62,147.1,94.87
2666,DJI,2009,131.91,86.08,131.91,144.19,96.61
2667,DJI,2010,129.51,90.41,129.51,141.3,95.65
2668,DJI,2011,128.78,94.4,128.78,139.39,98.3
2669,DJI,2012,130.26,98.99,130.26,137.78,108.64
2670,DJI,2013,126.05,97.18,126.05,134.64,101.35
2671,DJI,2014,104.56,98.17,104.56,106.07,100.24
2672,DJI,2015,83.95,105.04,83.95,77.95,101.21
2673,DJI,2016,111.48,96.79,111.48,115.99,98.54
2674,DJI,2017,122.61,94.98,122.61,123.73,119.42
2675,DJI,2018,125.41,93.34,125.41,123.62,130.53
2676,DJI,2019,128.6,92.12,128.6,121.69,148.46
2677,DJI,2020,130.01,93.76,130.01,121.12,155.58
2678,DJI,2021,124.54,93.27,124.54,120.49,136.18
2679,DJI,2022,120.57,90.44,120.57,119.55,123.52
2680,DJI,2023,122.43,89.93,122.43,118.63,133.33
2681,DMA,1961,68.26,79.54,68.26,31.88,74.5
2682,DMA,1962,65.46,78.58,65.46,31.13,71.34
2683,DMA,1963,64.9,83.54,64.9,30.07,70.87
2684,DMA,1964,74.94,82.41,74.94,29.77,82.69
2685,DMA,1965,82.35,87.02,82.35,28.9,91.52
2686,DMA,1966,79.07,85.66,79.07,27.85,87.85
2687,DMA,1967,77.49,89.87,77.49,28.1,85.96
2688,DMA,1968,82.03,88.33,82.03,27.74,91.34
2689,DMA,1969,83.95,86.77,83.95,28.41,93.48
2690,DMA,1970,72.94,85.54,72.94,28.24,80.61
2691,DMA,1971,69.83,90.07,69.83,28.28,76.96
2692,DMA,1972,69.26,89.39,69.26,28.26,76.29
2693,DMA,1973,64.66,93.95,64.66,29.26,70.74
2694,DMA,1974,69.66,93.28,69.66,29.68,76.52
2695,DMA,1975,72.44,97.8,72.44,31.77,79.42
2696,DMA,1976,81.26,102.31,81.26,34.15,89.34
2697,DMA,1977,80.9,101.76,80.9,36.73,88.48
2698,DMA,1978,88.48,101.31,88.48,38.66,97.03
2699,DMA,1979,67.75,111.09,67.75,40.87,72.36
2700,DMA,1980,60.77,115.94,60.77,43.35,63.76
2701,DMA,1981,74.64,118.62,74.64,45.22,79.69
2702,DMA,1982,78.08,121.64,78.08,47.96,83.25
2703,DMA,1983,78.16,127.27,78.16,50.32,82.94
2704,DMA,1984,81.49,117.59,81.49,51.95,86.56
2705,DMA,1985,83.82,102.7,83.82,58.46,88.17
2706,DMA,1986,100.85,92.86,100.85,65.41,106.93
2707,DMA,1987,111.69,93.37,111.69,75.09,117.97
2708,DMA,1988,125.08,83.48,125.08,75.55,133.58
2709,DMA,1989,112.28,84.02,112.28,80.53,117.72
2710,DMA,1990,112.51,79.37,112.51,80.67,117.97
2711,DMA,1991,106.9,84.74,106.9,81.95,111.18
2712,DMA,1992,103.24,85.97,103.24,80.63,107.12
2713,DMA,1993,106.04,84.89,106.04,84.68,109.71
2714,DMA,1994,94.65,92.46,94.65,85.82,96.17
2715,DMA,1995,87.19,90.15,87.19,83.57,87.81
2716,DMA,1996,101.98,91.6,101.98,89.13,104.18
2717,DMA,1997,100.86,92.37,100.86,89.91,102.74
2718,DMA,1998,98.8,89.61,98.8,90.61,100.2
2719,DMA,1999,97.43,93.2,97.43,93.21,98.16
2720,DMA,2000,95.61,94.21,95.61,94.86,95.73
2721,DMA,2001,86.81,93.76,86.81,96.28,85.18
2722,DMA,2002,86.29,94.91,86.29,96.55,84.53
2723,DMA,2003,80.73,96.76,80.73,97.65,77.83
2724,DMA,2004,83.28,97.68,83.28,98.12,80.74
2725,DMA,2005,81.36,101.83,81.36,99.29,78.28
2726,DMA,2006,84.87,107.08,84.87,98.43,82.54
2727,DMA,2007,80.73,112.37,80.73,101.69,77.13
2728,DMA,2008,89.83,101.77,89.83,99.44,88.18
2729,DMA,2009,97.85,98.56,97.85,99.49,97.57
2730,DMA,2010,86.25,90.95,86.25,103.86,83.23
2731,DMA,2011,94.8,74.69,94.8,102.94,93.41
2732,DMA,2012,96.48,106.6,96.48,107.3,94.63
2733,DMA,2013,99.6,105.69,99.6,100.98,99.37
2734,DMA,2014,98.38,101.5,98.38,100.08,98.09
2735,DMA,2015,99.47,98.86,99.47,99.49,99.47
2736,DMA,2016,102.15,99.65,102.15,100.43,102.44
2737,DMA,2017,102.08,101.96,102.08,101.98,102.1
2738,DMA,2018,103.12,102.92,103.12,102.63,103.21
2739,DMA,2019,104.24,103.86,104.24,105.01,104.11
2740,DMA,2020,104.56,104.91,104.56,105.51,104.4
2741,DMA,2021,105.46,105.35,105.46,106.73,105.24
2742,DMA,2022,106.61,106.21,106.61,107.47,106.46
2743,DMA,2023,107.22,106.98,107.22,108.11,107.07
2744,DNK,1961,80.08,62.39,80.08,86.94,66.49
2745,DNK,1962,81.56,68.97,81.56,88.47,67.86
2746,DNK,1963,79.76,63.84,79.77,85.88,67.66
2747,DNK,1964,81.8,70.99,81.8,86.42,72.66
2748,DNK,1965,80.83,70.08,80.84,88.11,66.44
2749,DNK,1966,80.73,65.59,80.75,89.17,64.06
2750,DNK,1967,81.13,66.91,81.15,89.58,64.44
2751,DNK,1968,80.85,73.38,80.86,86.72,69.25
2752,DNK,1969,76.93,72.76,76.94,82.31,66.3
2753,DNK,1970,75.39,66.79,75.4,79.94,66.39
2754,DNK,1971,76.49,74.76,76.49,80.52,68.51
2755,DNK,1972,75.8,74.85,75.8,80.06,67.36
2756,DNK,1973,76.36,69.94,76.36,81.79,65.6
2757,DNK,1974,80.93,76.24,80.93,85.29,72.3
2758,DNK,1975,77.75,65.59,77.75,85.09,63.2
2759,DNK,1976,76.91,62.33,76.91,85.86,59.19
2760,DNK,1977,83.11,77.68,83.12,87.48,74.48
2761,DNK,1978,84.79,78.72,84.8,90.47,73.56
2762,DNK,1979,87.69,80.24,87.7,93.9,75.41
2763,DNK,1980,86.95,73.76,86.96,94.8,71.43
2764,DNK,1981,88.18,76.29,88.19,94.4,75.89
2765,DNK,1982,92.3,84.54,92.3,95.51,85.96
2766,DNK,1983,90.01,69.38,90.02,99.8,70.62
2767,DNK,1984,99.9,102.15,99.9,98.63,102.41
2768,DNK,1985,97.99,87.24,98.0,98.67,96.67
2769,DNK,1986,100.11,87.7,100.11,101.31,97.75
2770,DNK,1987,94.83,79.76,94.84,98.68,87.21
2771,DNK,1988,96.67,87.5,96.67,97.25,95.52
2772,DNK,1989,99.3,97.9,99.3,96.67,104.52
2773,DNK,1990,104.01,107.77,104.02,97.95,116.05
2774,DNK,1991,103.01,102.49,103.02,100.17,108.68
2775,DNK,1992,97.94,78.79,97.95,102.43,89.09
2776,DNK,1993,104.57,92.7,104.57,106.31,101.12
2777,DNK,1994,100.63,87.26,100.63,105.71,90.58
2778,DNK,1995,103.3,102.43,103.3,105.49,98.96
2779,DNK,1996,102.39,102.28,102.4,104.44,98.34
2780,DNK,1997,103.59,105.78,103.59,104.27,102.26
2781,DNK,1998,105.24,103.72,105.24,107.32,101.12
2782,DNK,1999,103.27,95.89,103.27,107.22,95.45
2783,DNK,2000,103.45,102.17,103.45,106.38,97.64
2784,DNK,2001,103.89,102.02,103.89,108.53,94.69
2785,DNK,2002,103.09,94.08,103.1,109.78,89.86
2786,DNK,2003,103.96,97.34,103.96,109.48,93.03
2787,DNK,2004,105.2,96.22,105.2,110.11,95.46
2788,DNK,2005,103.58,99.23,103.58,108.16,94.51
2789,DNK,2006,99.83,92.55,99.83,105.56,88.49
2790,DNK,2007,101.16,87.61,101.16,107.13,89.35
2791,DNK,2008,101.41,96.59,101.41,104.02,96.25
2792,DNK,2009,100.97,108.26,100.97,99.75,103.39
2793,DNK,2010,99.41,93.97,99.41,103.5,91.31
2794,DNK,2011,100.69,92.74,100.69,104.76,92.62
2795,DNK,2012,100.38,98.31,100.38,102.97,95.24
2796,DNK,2013,98.51,94.27,98.51,100.28,94.99
2797,DNK,2014,100.66,102.69,100.66,100.07,101.84
2798,DNK,2015,101.26,104.31,101.26,99.92,103.91
2799,DNK,2016,98.08,93.0,98.08,100.02,94.25
2800,DNK,2017,100.69,101.96,100.69,98.2,105.61
2801,DNK,2018,91.12,68.54,91.11,99.56,74.39
2802,DNK,2019,98.34,96.85,98.33,96.78,101.41
2803,DNK,2020,100.06,94.18,100.05,99.86,100.44
2804,DNK,2021,99.95,86.4,99.94,103.21,93.46
2805,DNK,2022,100.01,93.27,100.01,98.45,103.1
2806,DNK,2023,87.68,69.73,87.67,88.3,86.44
2807,DOM,1961,98.31,50.47,102.07,50.08,129.53
2808,DOM,1962,98.42,48.45,101.4,49.0,129.08
2809,DOM,1963,92.99,49.09,96.83,47.39,122.93
2810,DOM,1964,94.07,55.74,97.15,47.46,123.39
2811,DOM,1965,83.49,61.2,85.31,46.33,105.89
2812,DOM,1966,86.28,63.68,88.12,47.05,109.8
2813,DOM,1967,83.1,58.05,84.82,47.95,104.28
2814,DOM,1968,80.57,61.05,81.76,51.38,97.8
2815,DOM,1969,90.07,63.98,91.72,52.82,112.26
2816,DOM,1970,90.99,66.91,92.73,52.32,114.07
2817,DOM,1971,94.12,66.37,95.77,55.13,117.23
2818,DOM,1972,93.65,65.35,95.59,57.69,115.59
2819,DOM,1973,95.77,66.31,99.44,59.14,120.72
2820,DOM,1974,94.49,73.14,96.99,58.09,117.54
2821,DOM,1975,88.02,61.01,90.62,56.15,108.83
2822,DOM,1976,94.08,84.15,97.57,59.24,117.82
2823,DOM,1977,92.21,81.05,94.66,59.45,113.25
2824,DOM,1978,91.01,87.89,95.15,59.53,113.95
2825,DOM,1979,88.54,89.49,91.75,64.22,106.29
2826,DOM,1980,86.76,91.06,89.32,64.85,102.24
2827,DOM,1981,85.4,89.99,88.17,63.14,101.39
2828,DOM,1982,88.76,95.94,90.88,62.64,105.78
2829,DOM,1983,90.44,108.21,92.43,65.22,106.8
2830,DOM,1984,88.43,112.62,89.91,64.47,103.34
2831,DOM,1985,83.59,105.42,85.33,65.89,95.6
2832,DOM,1986,82.12,94.21,83.4,63.74,93.78
2833,DOM,1987,83.12,101.48,84.6,63.99,95.48
2834,DOM,1988,82.65,84.28,84.05,70.63,91.14
2835,DOM,1989,83.96,92.46,85.49,73.33,91.91
2836,DOM,1990,70.58,78.61,71.5,73.89,70.23
2837,DOM,1991,66.49,83.37,67.84,69.82,66.79
2838,DOM,1992,70.14,98.37,71.13,74.44,69.38
2839,DOM,1993,69.42,75.98,70.36,74.73,68.06
2840,DOM,1994,64.47,62.79,65.1,69.6,62.73
2841,DOM,1995,67.09,80.88,68.11,74.43,64.77
2842,DOM,1996,68.45,76.43,69.6,76.98,65.71
2843,DOM,1997,65.89,80.5,67.21,68.67,66.44
2844,DOM,1998,64.75,73.31,67.12,74.08,63.44
2845,DOM,1999,65.44,84.92,66.26,76.28,60.96
2846,DOM,2000,69.37,84.97,69.34,81.44,62.95
2847,DOM,2001,78.56,104.83,78.52,97.84,68.31
2848,DOM,2002,78.91,103.5,78.9,96.14,69.8
2849,DOM,2003,77.9,86.23,78.12,86.27,73.82
2850,DOM,2004,73.57,80.48,73.91,87.59,66.69
2851,DOM,2005,76.51,88.04,76.92,101.34,64.03
2852,DOM,2006,83.98,95.59,84.3,109.95,70.75
2853,DOM,2007,84.83,98.94,85.32,115.96,69.15
2854,DOM,2008,77.59,101.31,77.99,108.89,61.67
2855,DOM,2009,83.48,100.74,83.97,109.53,70.47
2856,DOM,2010,84.76,108.22,84.83,100.94,76.33
2857,DOM,2011,89.66,109.96,89.83,101.27,83.79
2858,DOM,2012,88.56,83.37,88.68,93.82,85.97
2859,DOM,2013,93.65,89.88,93.7,97.35,91.77
2860,DOM,2014,97.65,99.34,97.64,95.71,98.66
2861,DOM,2015,99.42,98.79,99.57,101.19,98.71
2862,DOM,2016,102.93,101.86,102.79,103.1,102.63
2863,DOM,2017,103.98,106.44,103.9,97.28,107.39
2864,DOM,2018,110.1,112.16,109.89,101.01,114.58
2865,DOM,2019,112.2,106.15,111.82,104.14,115.88
2866,DOM,2020,108.56,106.8,108.59,97.18,114.62
2867,DOM,2021,111.29,113.77,111.16,103.11,115.42
2868,DOM,2022,122.06,115.63,121.87,105.85,130.33
2869,DOM,2023,138.07,106.76,137.77,108.09,153.45
2870,DZA,1961,75.82,92.1,75.63,34.65,99.62
2871,DZA,1962,77.8,224.26,77.75,31.62,104.76
2872,DZA,1963,76.54,218.49,76.64,28.39,104.89
2873,DZA,1964,67.81,139.98,68.18,31.93,89.4
2874,DZA,1965,76.84,160.52,76.91,34.91,101.5
2875,DZA,1966,51.2,71.41,51.8,36.27,60.88
2876,DZA,1967,55.19,145.9,55.78,37.62,66.41
2877,DZA,1968,68.99,183.12,69.59,41.25,86.18
2878,DZA,1969,62.65,155.7,63.3,41.83,75.86
2879,DZA,1970,62.95,168.2,63.4,41.06,76.47
2880,DZA,1971,64.12,140.22,64.69,43.63,77.01
2881,DZA,1972,57.36,184.52,58.0,44.71,65.77
2882,DZA,1973,53.34,122.24,53.99,45.42,59.01
2883,DZA,1974,55.95,110.9,56.55,46.79,62.26
2884,DZA,1975,59.08,192.01,59.69,46.5,67.41
2885,DZA,1976,53.02,158.59,53.6,46.48,57.77
2886,DZA,1977,42.77,75.82,43.45,46.65,41.58
2887,DZA,1978,41.92,98.85,42.68,45.85,40.82
2888,DZA,1979,45.76,100.24,46.48,46.75,46.32
2889,DZA,1980,48.11,143.92,48.87,48.07,49.34
2890,DZA,1981,47.46,106.37,48.25,48.14,48.32
2891,DZA,1982,42.33,85.27,43.19,52.71,37.62
2892,DZA,1983,42.75,69.44,43.68,54.44,37.39
2893,DZA,1984,44.4,75.84,45.35,54.43,40.04
2894,DZA,1985,52.74,143.64,53.49,55.48,52.32
2895,DZA,1986,51.3,114.57,52.01,53.95,50.88
2896,DZA,1987,50.26,96.7,50.96,58.12,46.77
2897,DZA,1988,46.62,47.52,47.3,60.45,39.61
2898,DZA,1989,50.5,89.05,51.1,62.26,44.57
2899,DZA,1990,48.15,68.97,48.82,65.41,39.11
2900,DZA,1991,55.33,158.36,55.61,63.62,50.92
2901,DZA,1992,57.81,136.81,58.12,65.12,54.01
2902,DZA,1993,54.05,60.04,54.46,67.18,47.02
2903,DZA,1994,49.32,39.31,49.69,67.04,39.54
2904,DZA,1995,54.06,84.63,54.3,67.73,46.44
2905,DZA,1996,62.2,186.77,62.39,67.05,59.66
2906,DZA,1997,49.96,33.51,50.29,64.93,41.72
2907,DZA,1998,55.07,114.59,55.36,67.23,48.41
2908,DZA,1999,57.03,75.07,57.09,66.31,51.7
2909,DZA,2000,50.86,34.84,51.04,69.74,40.1
2910,DZA,2001,54.26,96.83,54.41,67.32,46.86
2911,DZA,2002,55.47,70.2,55.62,69.55,47.47
2912,DZA,2003,64.28,149.2,64.32,70.04,60.97
2913,DZA,2004,68.75,138.56,68.86,72.16,66.93
2914,DZA,2005,69.34,119.61,69.43,72.67,67.53
2915,DZA,2006,72.07,133.75,72.14,75.03,70.44
2916,DZA,2007,65.49,117.31,65.55,74.48,60.33
2917,DZA,2008,65.74,49.92,65.79,74.32,60.8
2918,DZA,2009,80.09,162.4,80.15,77.63,81.63
2919,DZA,2010,82.15,128.97,82.12,80.73,82.93
2920,DZA,2011,88.7,129.28,88.68,85.36,90.62
2921,DZA,2012,92.66,152.72,92.61,89.63,94.35
2922,DZA,2013,99.2,143.17,99.13,92.52,103.0
2923,DZA,2014,97.35,98.89,97.39,98.15,96.94
2924,DZA,2015,101.29,105.99,101.26,100.37,101.78
2925,DZA,2016,101.36,95.13,101.35,101.48,101.28
2926,DZA,2017,99.87,93.99,99.86,99.18,100.26
2927,DZA,2018,103.3,159.4,103.21,93.89,108.66
2928,DZA,2019,104.66,146.23,104.54,91.98,111.9
2929,DZA,2020,104.56,112.53,104.45,95.04,109.95
2930,DZA,2021,94.77,71.13,94.62,90.06,97.29
2931,DZA,2022,98.64,102.0,98.44,89.67,103.58
2932,DZA,2023,101.14,87.49,100.95,90.67,106.97
2933,ECU,1961,105.79,61.79,102.0,50.19,133.84
2934,ECU,1962,104.54,62.54,100.91,50.26,132.03
2935,ECU,1963,102.53,65.77,98.96,50.15,128.96
2936,ECU,1964,116.71,58.51,112.77,50.38,151.11
2937,ECU,1965,120.47,67.25,116.49,51.08,156.69
2938,ECU,1966,109.78,64.84,106.35,52.15,139.66
2939,ECU,1967,102.8,63.02,99.76,51.87,129.18
2940,ECU,1968,105.79,44.76,102.45,53.53,132.51
2941,ECU,1969,101.55,63.73,98.49,53.86,125.91
2942,ECU,1970,100.53,58.31,96.78,56.16,121.73
2943,ECU,1971,94.68,50.56,91.72,52.83,115.62
2944,ECU,1972,88.79,47.84,85.84,53.19,105.91
2945,ECU,1973,86.41,50.68,84.12,53.29,103.07
2946,ECU,1974,92.21,52.92,89.88,55.18,111.2
2947,ECU,1975,91.66,64.31,88.58,55.25,109.06
2948,ECU,1976,89.24,62.04,86.5,55.6,105.49
2949,ECU,1977,91.14,51.56,88.25,56.87,107.53
2950,ECU,1978,84.64,35.8,81.97,60.15,95.38
2951,ECU,1979,82.63,46.1,80.08,61.76,91.34
2952,ECU,1980,83.85,52.0,81.66,57.9,96.27
2953,ECU,1981,81.6,58.16,79.67,56.99,93.61
2954,ECU,1982,79.53,54.35,77.29,59.11,88.47
2955,ECU,1983,67.04,37.73,65.05,54.22,71.7
2956,ECU,1984,71.42,55.17,69.63,55.32,78.41
2957,ECU,1985,75.59,52.73,73.57,53.02,86.21
2958,ECU,1986,75.02,71.15,73.69,54.32,85.59
2959,ECU,1987,75.03,84.56,73.56,52.42,86.55
2960,ECU,1988,80.91,95.27,79.25,56.18,93.43
2961,ECU,1989,80.0,89.6,78.64,56.58,92.2
2962,ECU,1990,82.83,84.53,81.31,58.89,95.09
2963,ECU,1991,76.09,62.95,74.32,61.96,81.92
2964,ECU,1992,86.89,96.63,85.24,62.06,99.48
2965,ECU,1993,89.75,111.56,87.78,64.83,101.88
2966,ECU,1994,98.3,121.28,95.86,68.06,112.95
2967,ECU,1995,96.07,109.24,93.59,73.19,106.13
2968,ECU,1996,101.12,116.23,98.57,77.89,111.27
2969,ECU,1997,105.34,119.29,102.68,84.16,114.06
2970,ECU,1998,90.87,82.0,89.35,78.57,95.98
2971,ECU,1999,105.39,99.87,102.3,81.96,114.79
2972,ECU,2000,92.46,98.0,90.48,87.03,92.59
2973,ECU,2001,104.38,88.98,101.98,92.37,107.89
2974,ECU,2002,95.41,105.28,92.83,88.08,95.74
2975,ECU,2003,99.54,102.05,96.83,87.46,102.59
2976,ECU,2004,100.46,127.81,98.14,87.17,104.88
2977,ECU,2005,97.02,108.24,95.22,84.74,101.66
2978,ECU,2006,98.16,106.48,96.38,92.27,98.9
2979,ECU,2007,101.01,123.59,99.27,95.6,101.53
2980,ECU,2008,102.65,101.59,101.28,98.14,103.21
2981,ECU,2009,108.18,107.59,106.51,100.98,109.9
2982,ECU,2010,109.47,99.5,108.43,104.12,111.08
2983,ECU,2011,106.77,88.07,104.93,108.29,102.87
2984,ECU,2012,100.92,99.51,99.97,102.85,98.19
2985,ECU,2013,96.64,92.39,95.48,106.98,88.42
2986,ECU,2014,101.56,98.23,101.42,102.83,100.55
2987,ECU,2015,102.9,114.24,103.41,97.61,106.98
2988,ECU,2016,95.54,87.53,95.17,99.56,92.46
2989,ECU,2017,94.5,98.33,94.23,92.81,95.1
2990,ECU,2018,90.75,82.76,90.12,90.58,89.83
2991,ECU,2019,95.9,76.35,94.38,101.08,90.25
2992,ECU,2020,92.99,80.3,91.74,94.78,89.88
2993,ECU,2021,96.08,93.93,94.77,92.61,96.09
2994,ECU,2022,94.27,93.6,92.88,95.06,91.54
2995,ECU,2023,99.06,90.06,97.38,97.73,97.17
2996,EGY,1961,58.01,77.07,67.16,64.06,68.28
2997,EGY,1962,65.1,102.11,76.91,64.86,81.25
2998,EGY,1963,65.22,101.31,76.61,60.47,82.42
2999,EGY,1964,63.11,95.79,75.19,60.78,80.38
3000,EGY,1965,62.43,88.14,74.75,60.65,79.82
3001,EGY,1966,63.11,88.89,73.51,60.44,78.21
3002,EGY,1967,60.95,94.95,70.45,60.44,74.05
3003,EGY,1968,66.44,103.22,75.68,70.49,77.54
3004,EGY,1969,66.9,96.86,77.99,68.68,81.34
3005,EGY,1970,65.07,98.74,75.37,67.44,78.22
3006,EGY,1971,65.78,96.79,75.94,67.79,78.87
3007,EGY,1972,65.69,93.64,75.62,67.69,78.47
3008,EGY,1973,64.96,91.73,74.27,66.37,77.11
3009,EGY,1974,65.66,89.36,73.61,66.28,76.25
3010,EGY,1975,67.04,92.76,73.65,65.82,76.47
3011,EGY,1976,67.24,90.01,73.94,64.82,77.22
3012,EGY,1977,64.13,81.25,70.84,63.96,73.32
3013,EGY,1978,64.55,86.27,71.65,63.57,74.55
3014,EGY,1979,65.94,84.01,73.44,62.48,77.38
3015,EGY,1980,65.36,81.04,73.36,61.88,77.49
3016,EGY,1981,63.94,79.17,71.24,61.76,74.66
3017,EGY,1982,66.08,80.5,72.51,63.2,75.86
3018,EGY,1983,66.31,79.41,71.8,63.52,74.78
3019,EGY,1984,64.94,73.83,70.15,64.22,72.29
3020,EGY,1985,67.35,72.89,73.11,65.53,75.84
3021,EGY,1986,71.06,72.96,76.28,67.3,79.51
3022,EGY,1987,73.48,75.87,77.86,69.29,80.94
3023,EGY,1988,70.53,74.29,74.34,69.66,76.02
3024,EGY,1989,70.58,83.74,73.98,67.84,76.19
3025,EGY,1990,73.8,95.85,77.16,67.52,80.62
3026,EGY,1991,76.02,99.61,79.19,78.84,79.31
3027,EGY,1992,79.2,103.81,82.94,80.85,83.69
3028,EGY,1993,79.57,104.79,83.67,81.24,84.54
3029,EGY,1994,79.6,104.49,81.96,82.74,81.68
3030,EGY,1995,84.7,109.91,86.83,84.18,87.78
3031,EGY,1996,88.64,110.39,91.9,85.78,94.1
3032,EGY,1997,89.9,118.41,92.93,91.28,93.53
3033,EGY,1998,88.74,111.06,90.6,89.38,91.04
3034,EGY,1999,93.47,121.44,95.21,90.18,97.02
3035,EGY,2000,95.67,123.02,97.13,89.9,99.72
3036,EGY,2001,91.76,110.02,94.17,89.78,95.75
3037,EGY,2002,97.2,118.78,99.32,101.54,98.52
3038,EGY,2003,99.13,118.87,100.44,106.6,98.23
3039,EGY,2004,98.97,117.95,101.03,99.77,101.48
3040,EGY,2005,101.59,122.0,102.86,102.91,102.84
3041,EGY,2006,106.1,122.56,107.4,107.56,107.34
3042,EGY,2007,107.45,116.45,108.8,111.26,107.92
3043,EGY,2008,110.17,124.42,110.54,111.24,110.29
3044,EGY,2009,108.21,112.46,108.47,107.22,108.92
3045,EGY,2010,100.47,92.93,101.05,107.59,98.7
3046,EGY,2011,101.95,105.79,103.22,107.04,101.85
3047,EGY,2012,105.13,110.67,105.39,108.16,104.39
3048,EGY,2013,100.28,109.23,100.44,106.68,98.2
3049,EGY,2014,101.8,102.83,102.07,104.69,101.13
3050,EGY,2015,101.46,98.49,101.33,99.58,101.96
3051,EGY,2016,96.74,98.68,96.6,95.73,96.91
3052,EGY,2017,96.95,93.68,97.08,98.36,96.62
3053,EGY,2018,90.77,69.56,91.34,93.15,90.69
3054,EGY,2019,93.13,86.82,93.32,91.95,93.81
3055,EGY,2020,95.09,87.35,94.96,100.68,92.91
3056,EGY,2021,98.02,86.77,98.2,109.78,94.04
3057,EGY,2022,98.97,82.38,99.24,101.86,98.29
3058,EGY,2023,98.83,88.59,98.79,101.38,97.86
3059,ERI,1993,97.52,49.55,97.62,90.84,109.09
3060,ERI,1994,122.3,141.7,122.06,93.75,169.95
3061,ERI,1995,107.92,62.14,107.76,90.85,136.36
3062,ERI,1996,98.7,41.9,98.6,94.98,104.72
3063,ERI,1997,101.15,46.56,101.08,95.72,110.17
3064,ERI,1998,138.43,214.94,138.23,103.14,197.59
3065,ERI,1999,123.84,146.05,123.72,103.17,158.47
3066,ERI,2000,104.76,56.21,104.96,104.84,105.18
3067,ERI,2001,111.27,99.58,111.34,102.15,126.9
3068,ERI,2002,90.02,23.31,90.21,97.45,77.97
3069,ERI,2003,96.77,44.76,96.89,101.57,88.96
3070,ERI,2004,95.36,43.81,95.43,100.32,87.17
3071,ERI,2005,117.07,129.83,116.85,100.39,144.69
3072,ERI,2006,114.54,141.6,114.38,103.98,131.97
3073,ERI,2007,126.52,174.44,126.22,111.73,150.75
3074,ERI,2008,87.02,39.36,87.18,98.75,67.61
3075,ERI,2009,100.79,82.13,100.76,106.65,90.78
3076,ERI,2010,100.52,80.85,100.49,105.83,91.46
3077,ERI,2011,104.73,105.56,104.64,105.54,103.11
3078,ERI,2012,104.46,101.08,104.38,105.09,103.16
3079,ERI,2013,101.62,98.23,101.57,101.82,101.15
3080,ERI,2014,100.62,99.39,100.6,100.28,101.15
3081,ERI,2015,99.3,101.31,99.31,99.24,99.41
3082,ERI,2016,100.08,99.3,100.09,100.48,99.44
3083,ERI,2017,101.96,99.31,101.96,103.51,99.33
3084,ERI,2018,101.12,97.91,101.12,103.07,97.83
3085,ERI,2019,99.99,96.26,100.01,101.85,96.89
3086,ERI,2020,99.05,94.94,99.08,101.33,95.27
3087,ERI,2021,97.58,93.23,97.61,99.9,93.72
3088,ERI,2022,96.31,91.58,96.32,98.7,92.29
3089,ERI,2023,95.04,90.0,95.06,97.59,90.76
3090,ESP,1961,55.7,55.2,56.84,35.12,69.08
3091,ESP,1962,54.4,67.73,55.58,35.25,67.03
3092,ESP,1963,63.58,68.04,64.49,39.51,78.58
3093,ESP,1964,57.73,59.19,58.49,41.9,67.84
3094,ESP,1965,57.33,62.59,58.13,39.48,68.63
3095,ESP,1966,62.36,64.3,63.12,44.59,73.56
3096,ESP,1967,58.38,73.01,59.03,45.34,66.75
3097,ESP,1968,61.88,77.22,62.52,47.03,71.25
3098,ESP,1969,60.67,75.15,61.13,49.14,67.89
3099,ESP,1970,64.25,66.89,64.68,54.04,70.67
3100,ESP,1971,64.7,87.04,65.01,53.25,71.64
3101,ESP,1972,69.37,75.94,69.76,54.33,78.46
3102,ESP,1973,75.76,72.19,76.01,58.44,85.91
3103,ESP,1974,75.98,80.71,76.25,62.24,84.14
3104,ESP,1975,75.37,84.48,75.62,62.39,83.07
3105,ESP,1976,73.06,76.17,73.26,63.99,78.48
3106,ESP,1977,69.13,81.26,69.32,66.04,71.17
3107,ESP,1978,78.05,93.99,78.14,65.79,85.1
3108,ESP,1979,80.77,79.72,80.94,67.28,88.64
3109,ESP,1980,83.52,105.93,83.8,73.38,89.67
3110,ESP,1981,75.62,65.93,76.02,75.2,76.49
3111,ESP,1982,84.03,74.34,84.28,76.78,88.51
3112,ESP,1983,75.97,76.01,76.19,76.76,75.88
