,country,year,fd_ln_tfp,wildfire,drought,heat_wave,temp_ag_weighted,precip_ag_weighted,humidity_ag_weighted
118,AGO,2020,0.0479352497849037,0,1,0,21.300932820638025,90.67088618025566,12.69802844524383
119,AGO,2021,0.0869186661561656,0,0,0,21.15061340332022,81.0910851703426,12.35645790894827
120,ALB,1962,0.0031724536001185,0,0,0,11.911317443847793,75.28944467662765,7.742280960083005
121,ALB,1963,-0.0614550158275104,0,0,0,11.20042317708328,103.41915038770826,8.202849864959711
122,ALB,1964,0.0973579020574808,0,0,0,10.86236216227212,86.14225349674597,7.917885204156242
123,ALB,1965,-0.0572145896791482,0,0,0,11.25451049804684,48.60099504071514,7.276750942071279
124,ALB,1966,-0.0520677970342493,0,0,0,11.484249369303429,81.06523676178762,8.123456319173185
125,ALB,1967,0.000688444908631,0,0,0,11.301189676920558,59.7685455595638,7.552030205726621
126,ALB,1968,-0.0838508028257551,0,0,0,11.308887736002475,66.80584875653041,7.5858972072601345
127,ALB,1969,0.0912080138364279,0,0,0,11.528975423176917,61.896617136994806,7.331010897954305
128,ALB,1970,-0.0304061229781398,0,0,0,11.351899719238304,58.01457266773015,7.345322648684177
129,ALB,1971,0.0498797533224477,0,0,0,11.151246643066486,55.55231948801519,7.100393176078794
130,ALB,1972,-0.016710348862067,0,0,0,10.826615905761685,75.90239325099903,7.513112624486291
131,ALB,1973,0.0452907548644203,0,0,0,10.88152974446615,72.41027261443377,7.408228596051536
132,ALB,1974,-0.065836796214298,0,0,0,10.810329691568995,67.19852569585781,7.159310062726338
133,ALB,1975,-0.0690010229941284,0,0,0,10.666243489583335,65.96827667772234,7.597262481848404
134,ALB,1976,0.0335130579010396,0,0,0,10.512577311197902,83.79433749905733,7.558430353800453
135,ALB,1977,0.015513428322337,0,0,0,11.819095865885458,50.53412748293342,7.417392651240028
136,ALB,1978,-0.032136927313652,0,0,0,10.901239013671898,60.37346670859733,6.93330164750417
137,ALB,1979,0.0175917222008159,0,0,0,11.570072428385572,66.91173717422318,7.54343303044637
138,ALB,1980,-0.0056959292640277,0,0,0,10.720419820149855,50.49455483049316,6.962117513020833
139,ALB,1981,-0.0025800855962607,0,0,0,11.323449707031216,54.64854263664167,7.260256111621854
140,ALB,1982,-0.0010962889557237,0,0,0,11.75758768717452,49.625207223471065,7.427396655082703
141,ALB,1983,0.050423390541348,0,0,0,11.398311869303312,38.692515587172274,7.066039443016053
142,ALB,1984,-0.0329532879648422,0,0,0,11.54498952229818,35.08457701957469,6.871008117993672
143,ALB,1985,0.0201659992916134,0,0,0,11.572216288248852,55.499758164103255,7.132533828417461
144,ALB,1986,-0.0384249983173887,0,0,0,11.325145975748796,85.47912975450345,7.830694357554116
145,ALB,1987,0.0261521518045499,0,0,0,11.791932678222736,61.276312545942325,7.450378696123754
146,ALB,1988,-0.069699339150838,0,0,0,11.781927998860567,50.25981007770497,7.341577370961509
147,ALB,1989,0.0504911962920964,0,1,0,10.958202616373852,58.435219863781626,7.3794289429982465
148,ALB,1990,0.0503696760286338,0,0,0,11.88155517578133,40.9659151082451,7.184381127357486
149,ALB,1991,-0.0180791034379099,0,0,0,10.66206003824874,48.18027265446288,7.113149543603263
150,ALB,1992,0.1065477989425502,0,0,0,11.326715087890593,45.86830932430532,7.242960453033452
151,ALB,1993,0.0660881762179119,0,0,0,11.609900410969942,44.03326698047749,7.028628865877788
152,ALB,1994,-0.0059502533723065,0,0,0,12.446430460612078,44.22240937446983,7.466840267181396
153,ALB,1995,0.0652628197254641,0,0,0,11.030953979492269,57.84213729981507,7.25052571296692
154,ALB,1996,-0.0300783543908913,0,0,0,10.662327067057332,60.01571765909828,7.158807277679444
155,ALB,1997,-0.0161916158731791,0,0,0,10.82502136230454,34.740261770025455,6.6916435956954965
156,ALB,1998,0.0448768210084242,0,0,0,11.305833435058616,52.37795592620387,7.089495042959849
157,ALB,1999,-0.0066359594248677,0,0,0,10.58206583658847,67.74453064190308,7.558115800221766
158,ALB,2000,0.0201144518966245,0,0,0,10.722968037923238,39.93512014790215,6.934418936570488
159,ALB,2001,0.0277813779881039,0,0,0,11.299284871419276,46.19959137335174,7.172994454701741
160,ALB,2002,-0.0242495422779773,0,0,0,11.59005126953133,68.51112441609074,7.859160463015239
161,ALB,2003,0.0593106583160629,0,0,0,11.19019215901693,55.53319219643527,7.315308213233947
162,ALB,2004,0.0228960755225831,0,0,1,11.187933858235624,60.91503010475205,7.309008558591207
163,ALB,2005,-0.0044991979694968,0,0,0,10.539763387044276,58.68242301039571,7.298955818017322
164,ALB,2006,0.0203460509430621,0,0,0,10.876804606119832,58.60562393854707,7.434792757034308
165,ALB,2007,0.0394721695200921,1,0,1,11.962154642740929,70.95603039488195,7.724514166514087
166,ALB,2008,0.0091473056083053,0,0,0,11.897953287760458,54.94925811382244,7.538522839546203
167,ALB,2009,0.0146255226568872,0,0,0,11.78057759602882,78.69389717416196,7.712967276573181
168,ALB,2010,0.1471387249500946,0,0,0,11.76323089599623,68.92804003700806,7.596192757288605
169,ALB,2011,-0.0038381281476764,0,0,0,11.377242024739644,47.17091688519304,7.303128083546958
170,ALB,2012,0.073857971404788,0,0,0,11.771997070312525,77.19095839456715,7.646379848321281
171,ALB,2013,0.0345759686156359,0,0,0,12.32713216145845,79.10321839807466,7.763575434684753
172,ALB,2014,-0.1166417207663075,0,0,0,12.325919087727982,82.73967572495167,8.343765974044798
173,ALB,2015,0.0030874341234854,0,0,0,12.212289428711244,67.39604569736457,7.86046441396078
174,ALB,2016,0.0033549060041044,0,0,0,12.198243713378872,73.48542533657111,7.927204986413322
175,ALB,2017,0.0168850932780602,0,0,0,11.977502441406443,59.27737418778632,7.52542205651601
176,ALB,2018,0.0308397056967919,0,0,0,12.34417368570962,104.98587545453118,8.580596645673117
177,ALB,2019,-0.0527434327067224,0,0,0,12.530745442708564,70.11739393591655,8.021720270315802
178,ALB,2020,0.0620227914632449,0,0,0,11.598497009277423,69.16512937959851,7.829233884811406
179,ALB,2021,-0.031876061318333,0,0,0,10.637427266438806,60.62343101615396,7.028478900591537
180,ARG,1962,0.0220924093689669,0,0,0,16.502704874674407,45.00545531232095,8.342381596565241
181,ARG,1963,0.0616561601407341,0,0,0,16.71039479573568,63.34843267995895,8.913628101348884
182,ARG,1964,-0.09000972694691,0,0,0,16.086567179362135,51.86344616345195,8.383326490720117
183,ARG,1965,-0.0621435808385051,0,0,0,17.07184244791671,46.19227596435851,8.403361558914181
184,ARG,1966,0.0809671255269921,0,0,0,16.26374206542971,58.65002066479976,8.46627926826477
185,ARG,1967,0.0605989186334308,0,0,0,16.524354553222736,72.32759884755073,9.060495098431913
186,ARG,1968,-0.0419638944756286,0,0,0,16.665945943196732,76.52971734523817,9.118118524551395
187,ARG,1969,0.0806376312710206,0,0,0,16.928516642252646,71.91963847913034,9.036243557929996
188,ARG,1970,-0.0183150586618463,0,0,0,16.658629353841263,71.1068703528781,9.087862451871231
189,ARG,1971,-0.0724858630609106,0,0,0,16.39297637939461,66.83801019471501,8.722225586573282
190,ARG,1972,-0.0068156107769259,0,0,1,16.798499043782556,73.82156360199588,9.212365031242372
191,ARG,1973,0.0337477961993455,0,0,0,16.43379872639963,78.2432410710498,9.08326363563538
192,ARG,1974,0.0622447006948583,0,0,0,16.30528157552095,66.19683118560712,8.790558576583859
193,ARG,1975,0.0095797068548995,0,0,0,16.596538798014535,82.07150034650114,9.094837466875708
194,ARG,1976,0.1166109375509005,0,0,0,16.10356801350912,71.20545620864503,8.73615165551504
195,ARG,1977,0.0190063725345979,0,0,0,17.29755045572921,63.1059817781079,9.161769747734075
196,ARG,1978,0.0760484772289844,0,0,0,17.27072804768892,60.85789476424,9.000526626904792
197,ARG,1979,0.009924541557182,0,0,0,16.965745544433673,50.21580683023786,8.707476139068604
198,ARG,1980,-0.0619281389413286,0,0,0,17.335908508300747,62.976064962413176,9.060038169225056
199,ARG,1981,0.0429106022056755,0,0,0,17.167408243815316,56.069512047088224,9.03503596782684
200,ARG,1982,0.0246431454802458,0,0,0,17.672664896647177,37.9834227969695,8.362033923467004
201,ARG,1983,-0.0412165469384753,0,0,0,16.852609252929653,52.82028454030296,8.742038687070211
202,ARG,1984,0.0091908198753918,0,0,0,16.916932678222565,49.80517173225964,8.591244777043658
203,ARG,1985,0.0038161167143027,0,0,0,17.663135782877646,43.54613635996429,8.651542822519938
204,ARG,1986,0.0069896821448844,0,0,0,17.923997497558673,35.32484215224939,8.18442173798879
205,ARG,1987,-0.0605600126568539,1,0,0,17.326343790690032,45.80388177919305,8.42239252726237
206,ARG,1988,0.0258944690951654,0,0,0,16.604308064778593,35.86757605069127,7.73518327871959
207,ARG,1989,-0.0681756135162672,0,0,0,17.76330210367837,44.30793857636672,8.508500337600706
208,ARG,1990,0.1094953053810527,0,0,0,17.165907796223962,66.18685469084086,9.041416486104325
209,ARG,1991,0.0435190000505061,0,0,0,17.379932657877532,58.51462477403397,8.981327255566914
210,ARG,1992,-0.0514573544218928,0,0,0,16.84857584635421,56.40602892754037,8.651953895886741
211,ARG,1993,-0.0287541310622261,0,0,0,16.607502237955657,54.8043465421415,8.534329652786246
212,ARG,1994,0.0157284584932346,1,0,0,17.36496378580722,45.51584554837974,8.3722304503123
213,ARG,1995,0.1047745451282011,0,0,0,16.647693888346453,38.02256253311496,7.823804696400958
214,ARG,1996,-0.0715306952789252,0,0,0,16.7411692301431,46.33174039190635,8.219208876291914
215,ARG,1997,0.0469151553665136,0,0,0,17.652757263183503,52.79827621916412,8.727924982706705
216,ARG,1998,0.0508365502452861,0,0,0,16.725493367513025,55.74091095195399,8.52961345513662
217,ARG,1999,0.0243469494278292,1,0,0,16.574169413248683,47.08965039503708,8.025103648503618
218,ARG,2000,0.0051303816524077,1,0,0,16.399479166666765,56.49897148487069,8.233909010887151
219,ARG,2001,0.0195588579551957,1,0,0,17.12591705322268,66.57063264583486,8.999167164166769
220,ARG,2002,8.695682046067077e-05,0,0,0,16.787484741210903,65.2400892613514,8.582701206207274
221,ARG,2003,-0.077935521057511,0,1,0,16.862105305989587,46.41709909628844,8.013884107271823
222,ARG,2004,-0.0299016603496875,0,0,0,16.95077921549489,42.220910018159,8.068625688552862
223,ARG,2005,0.1351755182524483,0,0,0,16.792153930663915,41.69018237644195,7.89025553067525
224,ARG,2006,-0.0638046178362135,0,0,0,17.22887318929037,41.80354412744691,8.0029053290685
225,ARG,2007,0.0270730641345258,0,0,0,16.25612284342452,50.41184949368471,8.102922598520921
226,ARG,2008,0.0966671102091778,0,0,0,16.83845418294277,52.67887308491479,8.42955521742502
227,ARG,2009,-0.0514847183724409,0,1,0,17.114691670735795,46.876981236209744,8.10553030172983
228,ARG,2010,-0.023365131976794,0,0,0,16.467866516113304,51.61519299315384,8.207160790761305
229,ARG,2011,0.0087205664157066,0,0,0,16.707991536458337,45.96563621726094,8.087493737538649
230,ARG,2012,-0.0434016051651262,0,0,0,17.161818440755212,70.68584628461844,8.935050447781885
231,ARG,2013,0.0368937374299349,0,0,0,17.10577545166001,44.65409643398745,8.102171182632441
232,ARG,2014,-0.0032335971530459,0,0,0,17.301568603515648,66.53131862776719,8.706941127777105
233,ARG,2015,0.130216579777894,0,0,0,17.36038106282564,63.643683783993765,9.008296608924864
234,ARG,2016,-0.1128230828094905,0,0,0,16.47522633870443,69.86146040094356,8.83749683698019
235,ARG,2017,0.0286737258577769,0,0,0,17.26575876871749,64.33018505595099,8.874964316685983
236,ARG,2018,-0.1070885203887712,0,1,0,16.818551635742153,71.52086386349765,8.752782583236696
237,ARG,2019,0.1090065576519663,0,1,0,16.89215749104818,52.21005608348152,8.432617624600729
238,ARG,2020,-0.0287356893565453,0,0,0,16.776541646321675,48.98865853647295,8.106369535128275
239,ARG,2021,0.0009534380294669,1,0,0,16.921075439453205,46.07934185139584,8.20147709051768
240,ARM,1962,-0.1253686974187982,0,0,0,6.388124084472622,100.64905216859184,6.998697598775227
241,ARM,1963,0.016233702566768,0,0,0,6.342368062337243,164.71901459588454,7.413701534271238
242,ARM,1964,-0.0631979655924981,0,0,0,5.599590555826865,125.08001750935402,7.034972727298734
243,ARM,1965,-0.0159060974844313,0,0,0,5.431759134928257,117.77500717153092,6.971592485904694
244,ARM,1966,-0.0007521246979855,0,0,0,7.424638366699412,129.75180039211375,7.581384420394895
245,ARM,1967,0.0401386197346607,0,0,0,4.521976725260515,102.1631333392179,6.617995361487068
246,ARM,1968,-0.0042407265299546,0,0,0,4.879070536295615,109.2668235578267,6.821553746859228
247,ARM,1969,-0.0875962123879174,0,0,0,4.762020365397177,117.84783938765028,6.839098234971363
248,ARM,1970,-0.0194131229362453,0,0,0,5.62884419759115,97.08187687283498,6.85996661583583
249,ARM,1971,-0.056995887842242,0,0,0,4.79228363037106,77.34302704011499,6.430280963579814
250,ARM,1972,-0.0094510852496463,0,0,0,3.483036295573072,91.72084862439084,6.292270173629125
251,ARM,1973,0.0402808321513146,0,0,0,3.459402974446561,98.98918138151198,6.435189306735996
252,ARM,1974,-0.0095167691153941,0,0,0,3.6580825805662585,138.3967503997972,6.709742148717244
253,ARM,1975,-0.0533603093005461,0,0,0,3.89394531250008,91.5194213466696,6.407254378000893
254,ARM,1976,-0.0743144155962007,0,0,0,3.6910949707032046,95.60362806541887,6.465274075667075
255,ARM,1977,0.0138441366003663,0,0,0,3.831152852376192,87.52288709909277,6.444307386875149
256,ARM,1978,0.0802957863104176,0,0,0,4.618938700358115,76.54144074240322,6.354648749033612
257,ARM,1979,0.0152904138436285,0,0,0,4.8142384847005815,83.22723338596916,6.652266879876456
258,ARM,1980,-0.0400997156773308,0,0,0,4.411668395996173,81.00154040403139,6.540560642878216
259,ARM,1981,0.1099144656373849,0,0,0,4.351335144043048,102.44994023512768,6.721441984176631
260,ARM,1982,-0.0093359148100615,0,0,0,3.232461547851699,130.7687399894036,6.681571086247767
261,ARM,1983,-0.1714615602006191,0,0,0,3.964774068196732,119.82858928600552,6.916948179403942
262,ARM,1984,0.1722681952398801,0,0,0,3.790470377604152,84.81389889402632,6.381204724311831
263,ARM,1985,-0.0732153186542348,0,0,0,4.157100931803427,87.68451396281306,6.556865016619367
264,ARM,1986,0.0014475366628703,0,0,0,4.383302307128872,94.76852287252112,6.656114300092065
265,ARM,1987,0.0168057901317659,0,0,0,4.628780619303313,84.71084230859557,6.541592240333558
266,ARM,1988,-0.0271397122198515,0,0,0,3.955265299479208,99.49966408657929,6.790320038795477
267,ARM,1989,-0.0083777033311887,0,0,0,4.11541646321615,88.23539053673812,6.70456707477569
268,ARM,1990,0.1027170414705596,0,0,0,3.806263224283782,70.3621078791912,6.2584412097930935
269,ARM,1991,-0.0124911951826369,0,0,0,3.944673156738361,63.37597798756178,6.125467360019685
270,ARM,1992,0.0157239540511149,0,0,0,2.31137491861989,80.97052549192087,5.853296687205632
271,ARM,1993,0.0269623454770364,0,0,0,3.3481842041014147,85.5362153001806,6.2142690221468655
272,ARM,1994,0.1230533228905166,0,0,0,4.260708109537688,83.28811743103874,6.282782236735024
273,ARM,1995,-0.0217407240535933,0,0,0,5.051115926106775,71.60936233140092,6.402062634627028
274,ARM,1996,-0.0033674209428387,0,0,0,5.517055765787973,68.63791043133459,6.277831971645355
275,ARM,1997,-0.110772400430906,0,0,0,3.912123616536405,67.42944914321924,6.156109233697258
276,ARM,1998,0.0372115130008579,0,0,0,5.696382141113304,65.6930957802615,6.582670132319131
277,ARM,1999,0.0023497019116316,0,0,0,5.857858276367153,64.61973554769432,6.28520143032074
278,ARM,2000,-0.0323468373498165,0,1,0,5.12575683593758,68.48316272407827,6.353531499703725
279,ARM,2001,0.058885248742742,0,0,0,5.840430196126533,67.83370990478943,6.483162740866348
280,ARM,2002,0.0023006201556547,0,0,0,5.078777567545672,78.19451841851333,6.383895238240556
281,ARM,2003,0.0698203179810255,0,0,0,5.087981160481604,83.7823203123662,6.478612303733828
282,ARM,2004,0.0652489623384235,0,0,0,4.958795166015477,78.56237337955459,6.480036238829293
283,ARM,2005,0.1549704644660785,0,0,0,5.44832763671883,85.52459228940279,6.715931177139279
284,ARM,2006,-0.0880895911815482,0,0,0,5.937979634602755,74.91054098863968,6.582477947076161
285,ARM,2007,0.0345530755042293,0,0,0,5.284651692708451,75.73785080012384,6.509623289108283
