,ISO3,year,spei_agweighted
173,AFG,1951,-0.07159399606947185
174,AFG,1952,0.07368549021581818
175,AFG,1953,0.3425606408466897
176,AFG,1954,0.21277542163928342
177,AFG,1955,-0.5585761939485878
178,AFG,1956,0.0578923225402831
179,AFG,1957,0.7715188475946592
180,AFG,1958,0.03588646526137989
181,AFG,1959,0.18536522705107916
182,AFG,1960,0.08302531639735004
183,AFG,1961,-0.0728864048918091
184,AFG,1962,0.06353176385164276
185,AFG,1963,0.021121388883328953
186,AFG,1964,0.11046203536291906
187,AFG,1965,0.16983280082543642
188,AFG,1966,-0.3325280336042238
189,AFG,1967,0.4019758772725856
190,AFG,1968,0.20333460873613796
191,AFG,1969,0.7652955446392292
192,AFG,1970,-0.6406215224415068
193,AFG,1971,-0.7466346099972729
194,AFG,1972,0.7948653508598591
195,AFG,1973,-0.3268001941032714
196,AFG,1974,0.05251727757665033
197,AFG,1975,-0.017476906068623083
198,AFG,1976,0.11591845999161389
199,AFG,1977,-0.17915511131286668
200,AFG,1978,-0.15004294567431062
201,AFG,1979,0.08840245877703039
202,AFG,1980,-0.01683907552311788
203,AFG,1981,0.6185400175551579
204,AFG,1982,0.7705706631143882
205,AFG,1983,-0.09054055127004801
206,AFG,1984,-0.1645569782704109
207,AFG,1985,-0.3784088740746181
208,AFG,1986,0.07301691298683503
209,AFG,1987,0.06284367044766809
210,AFG,1988,0.05652854529519891
211,AFG,1989,0.12848989256114382
212,AFG,1990,0.13815418630838475
213,AFG,1991,0.6721652392492007
214,AFG,1992,0.8800807440032558
215,AFG,1993,0.47973396132389695
216,AFG,1994,0.34111544924477744
217,AFG,1995,-0.16785373263216244
218,AFG,1996,0.04524332152990024
219,AFG,1997,0.009501338315506563
220,AFG,1998,0.19665585349624362
221,AFG,1999,-0.17321526135007517
222,AFG,2000,-0.348243386174242
223,AFG,2001,-0.5370536864890407
224,AFG,2002,-0.24186683073639828
225,AFG,2003,0.16946887628485752
226,AFG,2004,-0.08907891561587632
227,AFG,2005,-0.016877852380275737
228,AFG,2006,-0.18721690215170375
229,AFG,2007,-0.10509303087989486
230,AFG,2008,-0.42937644633154076
231,AFG,2009,0.15012210234999698
232,AFG,2010,-0.17441438045352708
233,AFG,2011,-0.2144199913988516
234,AFG,2012,0.17448557183767352
235,AFG,2013,-0.023628430508930817
236,AFG,2014,-0.30513149686157715
237,AFG,2015,0.13032796420156953
238,AFG,2016,-0.04858323008132409
239,AFG,2017,-0.6348356058200203
240,AFG,2018,-0.5548752285540098
241,AFG,2019,0.08730788528919149
242,AFG,2020,0.18040481608962464
243,AFG,2021,-1.1600558664649725
244,AFG,2022,-0.4986508201497295
245,AFG,2023,-0.6102913543581968
246,AGO,1901,0.11992292928819868
247,AGO,1902,0.1538222038846774
248,AGO,1903,0.20138182056446885
249,AGO,1904,0.04297561819354692
250,AGO,1905,0.06739565085930126
251,AGO,1906,0.1774113529051344
252,AGO,1907,0.10466589041364693
253,AGO,1908,0.11247455578510816
254,AGO,1909,0.22761945752426985
255,AGO,1910,0.10643776319921006
256,AGO,1911,-0.006591634436820981
257,AGO,1912,0.2090285896944503
258,AGO,1913,-0.16317484263951576
259,AGO,1914,-0.24029397964477517
260,AGO,1915,-0.2920741969913558
261,AGO,1916,0.020839686815937185
262,AGO,1917,-0.21690377686172688
263,AGO,1918,0.0674056458907824
264,AGO,1919,0.1090849557270606
265,AGO,1920,0.10032179540333636
266,AGO,1921,0.06005129536303377
267,AGO,1922,-0.06527701827387018
268,AGO,1923,0.28984662533427275
269,AGO,1924,0.10282320032517116
270,AGO,1925,0.1752763744443655
271,AGO,1926,0.2954294607043266
272,AGO,1927,0.1427038874050292
273,AGO,1928,-0.04997110273689029
274,AGO,1929,0.058949532297750275
275,AGO,1930,-0.2054092437028886
276,AGO,1931,0.046709287601212644
277,AGO,1932,-0.03836621219913167
278,AGO,1933,-0.07022622165580582
279,AGO,1934,0.12503173452569175
280,AGO,1935,0.061007340070015605
281,AGO,1936,0.055353502510115477
282,AGO,1937,0.12317429480996574
283,AGO,1938,-0.015375832716623933
284,AGO,1939,0.07151626205692684
285,AGO,1940,-0.1963390437886123
286,AGO,1941,-0.4585332575564583
287,AGO,1942,-0.2408653609454632
288,AGO,1943,-0.10934141340355082
289,AGO,1944,0.00862986315041773
290,AGO,1945,0.11774506668249766
291,AGO,1946,-0.040611598563070506
292,AGO,1947,0.028717189406355894
293,AGO,1948,-0.05861157365143351
294,AGO,1949,-0.3127786517143248
295,AGO,1950,0.024398701265454417
296,AGO,1951,0.2220748565159739
297,AGO,1952,-0.040472195483744235
298,AGO,1953,-0.02890279516577716
299,AGO,1954,0.30500498848656804
300,AGO,1955,0.047852338602145585
301,AGO,1956,-0.06213739203910033
302,AGO,1957,0.008370822916428591
303,AGO,1958,-0.2727454776565234
304,AGO,1959,0.028076350688934854
305,AGO,1960,0.4817203481992091
306,AGO,1961,0.7829254319270453
307,AGO,1962,0.25698891553717346
308,AGO,1963,0.12774379737675182
309,AGO,1964,-0.03422066445151911
310,AGO,1965,-0.1363033109034093
311,AGO,1966,0.34004137975474186
312,AGO,1967,0.4845420687148976
313,AGO,1968,0.07069854872922159
314,AGO,1969,0.4177359888950996
315,AGO,1970,-0.33847061730921274
316,AGO,1971,-0.36202599356571813
317,AGO,1972,-0.28990959717581694
318,AGO,1973,-0.1540345929873486
319,AGO,1974,0.1203121581735715
320,AGO,1975,0.1522037691126271
321,AGO,1976,0.34475799339512986
322,AGO,1977,0.2489220720405375
323,AGO,1978,0.13876553749044795
324,AGO,1979,0.17295791953802056
325,AGO,1980,-0.15538288559764654
326,AGO,1981,-0.5068420916795736
327,AGO,1982,-0.08188322310646355
328,AGO,1983,-0.40643154022594324
329,AGO,1984,-0.5411329256991549
330,AGO,1985,-0.0826654387637973
331,AGO,1986,0.11624521017074578
332,AGO,1987,-0.33116876333951906
333,AGO,1988,0.04897045964996044
334,AGO,1989,-0.35517743912835886
335,AGO,1990,-0.05594755150377747
336,AGO,1991,0.016923977993428752
337,AGO,1992,-0.24171259673312265
338,AGO,1993,-0.04581310336167604
339,AGO,1994,-0.15811786831667038
340,AGO,1995,-0.24158097431063655
341,AGO,1996,-0.12585282977670426
342,AGO,1997,-0.03257072321139265
343,AGO,1998,-0.30120146732466924
344,AGO,1999,0.04737158274898925
345,AGO,2000,-0.00022596927980573825
346,AGO,2001,-0.14974439283832905
347,AGO,2002,0.04156730386118058
348,AGO,2003,-0.32334859358767676
349,AGO,2004,-0.045963565818965435
350,AGO,2005,-0.2990623457978167
351,AGO,2006,0.002680811099708205
352,AGO,2007,0.013484074734151438
353,AGO,2008,-0.009737630840390836
354,AGO,2009,0.003041977140431605
355,AGO,2010,-0.19408896511110174
356,AGO,2011,0.0033959017406838704
357,AGO,2012,0.08882580325007437
358,AGO,2013,0.04342230236701041
359,AGO,2014,0.054357710294425536
360,AGO,2015,-0.11208492626125617
361,AGO,2016,-0.04138755674163497
362,AGO,2017,-0.09830396580461377
363,AGO,2018,-0.033440688314537156
364,AGO,2019,0.006592985320215398
365,AGO,2020,0.006844249864419242
366,AGO,2021,-0.09467443447404866
367,AGO,2022,0.012421683912786356
368,AGO,2023,0.09350468094150217
369,AIA,1901,
370,AIA,1902,
371,AIA,1903,
372,AIA,1904,
373,AIA,1905,
374,AIA,1906,
375,AIA,1907,
376,AIA,1908,
377,AIA,1909,
378,AIA,1910,
379,AIA,1911,
380,AIA,1912,
381,AIA,1913,
382,AIA,1914,
383,AIA,1915,
384,AIA,1916,
385,AIA,1917,
386,AIA,1918,
387,AIA,1919,
388,AIA,1920,
389,AIA,1921,
390,AIA,1922,
391,AIA,1923,
392,AIA,1924,
393,AIA,1925,
394,AIA,1926,
395,AIA,1927,
396,AIA,1928,
397,AIA,1929,
398,AIA,1930,
399,AIA,1931,
400,AIA,1932,
401,AIA,1933,
402,AIA,1934,
403,AIA,1935,
404,AIA,1936,
405,AIA,1937,
406,AIA,1938,
407,AIA,1939,
408,AIA,1940,
409,AIA,1941,
410,AIA,1942,
411,AIA,1943,
412,AIA,1944,
413,AIA,1945,
414,AIA,1946,
415,AIA,1947,
416,AIA,1948,
417,AIA,1949,
418,AIA,1950,
419,AIA,1951,
420,AIA,1952,
421,AIA,1953,
422,AIA,1954,
423,AIA,1955,
424,AIA,1956,
425,AIA,1957,
426,AIA,1958,
427,AIA,1959,
428,AIA,1960,
429,AIA,1961,
430,AIA,1962,
431,AIA,1963,
432,AIA,1964,
433,AIA,1965,
434,AIA,1966,
435,AIA,1967,
436,AIA,1968,
437,AIA,1969,
438,AIA,1970,
439,AIA,1971,
440,AIA,1972,
441,AIA,1973,
442,AIA,1974,
443,AIA,1975,
444,AIA,1976,
445,AIA,1977,
446,AIA,1978,
447,AIA,1979,
448,AIA,1980,
449,AIA,1981,
450,AIA,1982,
451,AIA,1983,
452,AIA,1984,
453,AIA,1985,
454,AIA,1986,
455,AIA,1987,
456,AIA,1988,
457,AIA,1989,
458,AIA,1990,
459,AIA,1991,
460,AIA,1992,
461,AIA,1993,
462,AIA,1994,
463,AIA,1995,
464,AIA,1996,
465,AIA,1997,
466,AIA,1998,
467,AIA,1999,
468,AIA,2000,
469,AIA,2001,
470,AIA,2002,
471,AIA,2003,
472,AIA,2004,
473,AIA,2005,
474,AIA,2006,
475,AIA,2007,
476,AIA,2008,
477,AIA,2009,
478,AIA,2010,
479,AIA,2011,
480,AIA,2012,
481,AIA,2013,
482,AIA,2014,
483,AIA,2015,
484,AIA,2016,
485,AIA,2017,
486,AIA,2018,
487,AIA,2019,
488,AIA,2020,
489,AIA,2021,
490,AIA,2022,
491,AIA,2023,
492,ALB,1901,0.2889484105010829
493,ALB,1902,0.13661148833731782
494,ALB,1903,-0.016063754757245575
495,ALB,1904,0.06521392396340774
496,ALB,1905,0.003715374933866311
497,ALB,1906,0.20706735489269099
498,ALB,1907,0.04121277978022889
499,ALB,1908,-0.11813863995485006
500,ALB,1909,0.3068147531400128
501,ALB,1910,0.3574576275229144
502,ALB,1911,0.03340296460858823
503,ALB,1912,0.14693786791758634
504,ALB,1913,0.08817350647101836
505,ALB,1914,0.3139452797671163
506,ALB,1915,0.7044301629066473
507,ALB,1916,0.2394971021761503
508,ALB,1917,-0.12795436164985063
509,ALB,1918,0.0753568834334144
510,ALB,1919,0.48078456024328825
511,ALB,1920,0.0923629063375604
512,ALB,1921,-0.11046535428613458
513,ALB,1922,0.042955125371615076
514,ALB,1923,0.33084696903824773
515,ALB,1924,0.10123042296618212
516,ALB,1925,0.016555891061822814
517,ALB,1926,-0.03239171082774842
518,ALB,1927,-0.062191933393478206
519,ALB,1928,0.014560078581173702
520,ALB,1929,0.029265321791172
521,ALB,1930,0.32637480708460004
522,ALB,1931,0.1223657997325069
523,ALB,1932,-0.30634455972661606
524,ALB,1933,0.16706896262864282
525,ALB,1934,-0.083547472332915
526,ALB,1935,-0.08582352505375966
527,ALB,1936,0.3644728423096247
528,ALB,1937,0.5330649508784217
529,ALB,1938,-0.13293596729636173
530,ALB,1939,0.44729426254828786
531,ALB,1940,0.48760391220760796
532,ALB,1941,0.04392121689549352
533,ALB,1942,0.03788567893207012
534,ALB,1943,-0.10404826141893873
535,ALB,1944,0.30390558127934725
536,ALB,1945,-0.2805636214713254
537,ALB,1946,-0.3745273074212796
538,ALB,1947,-0.23460056974242205
539,ALB,1948,-0.26563779264688453
540,ALB,1949,0.11229080272217622
541,ALB,1950,-0.19741789406786459
542,ALB,1951,0.12932268033425037
543,ALB,1952,-0.21950337042411147
544,ALB,1953,-0.10386828255529207
545,ALB,1954,0.18768229397634686
546,ALB,1955,0.28756366297602676
547,ALB,1956,0.13850978265206026
548,ALB,1957,-0.0965539931009216
549,ALB,1958,0.008206575410440184
550,ALB,1959,0.47821312615027
551,ALB,1960,0.25493874063249655
552,ALB,1961,-0.4378248124072952
553,ALB,1962,0.19407926701630226
554,ALB,1963,0.36815543783207766
555,ALB,1964,0.12189316004514679
556,ALB,1965,-0.15292757113153763
557,ALB,1966,0.4641969519434495
558,ALB,1967,-0.16885961095492094
559,ALB,1968,0.15861902448038206
560,ALB,1969,0.33862412596742314
561,ALB,1970,0.20302718753616014
562,ALB,1971,0.0773670673370363
563,ALB,1972,0.22685441343734658
564,ALB,1973,0.16828924107054835
565,ALB,1974,0.1516147945076235
566,ALB,1975,-0.3426482919603586
567,ALB,1976,0.4920172418157251
568,ALB,1977,-0.5076989339043704
569,ALB,1978,0.1702747674038019
570,ALB,1979,0.6589444982528224
571,ALB,1980,0.3673989449938138
572,ALB,1981,0.08396519968907001
573,ALB,1982,-0.23225966903070627
574,ALB,1983,-0.23592820266882572
575,ALB,1984,-0.11788326005141063
576,ALB,1985,-0.3897663503885267
577,ALB,1986,-0.1147575030724211
578,ALB,1987,-0.01694982933501431
579,ALB,1988,-0.4751988761126997
580,ALB,1989,-0.3110783284840481
581,ALB,1990,-0.4676571573751673
582,ALB,1991,0.042503611495097536
583,ALB,1992,-0.42835691788544145
584,ALB,1993,-0.5376475738982355
585,ALB,1994,-0.30991564691066636
586,ALB,1995,0.18891132126251886
587,ALB,1996,0.24581094644963727
588,ALB,1997,-0.4371896597246326
589,ALB,1998,-0.3835690096020697
590,ALB,1999,-0.016000509262085027
591,ALB,2000,-0.9195185415446758
592,ALB,2001,-0.5199659327433129
593,ALB,2002,0.04473221193378182
594,ALB,2003,-0.33328674671550734
595,ALB,2004,0.02036239951848995
596,ALB,2005,0.1918267346918582
597,ALB,2006,0.037896463026602635
598,ALB,2007,-0.20572694639364872
599,ALB,2008,-0.25143630771587205
600,ALB,2009,0.3081236022214091
601,ALB,2010,0.28477979327241615
602,ALB,2011,-0.6090680342167613
603,ALB,2012,-0.426528854606053
604,ALB,2013,-0.22151465217272417
605,ALB,2014,0.4703886606730516
606,ALB,2015,-0.15754690999165114
607,ALB,2016,0.03336249260852753
608,ALB,2017,-0.3527980997848023
609,ALB,2018,-0.3152659144252532
610,ALB,2019,-0.022528368979691602
611,ALB,2020,-0.1931763564546903
612,ALB,2021,-0.1709530384590228
613,ALB,2022,-0.4647803250700229
614,ALB,2023,-0.083382415274779
615,AND,1901,0.2671529402335484
616,AND,1902,0.21375416840116176
617,AND,1903,-0.05690505821257783
618,AND,1904,-0.5223896193007632
619,AND,1905,-0.12183318845927676
620,AND,1906,-0.21858959396680247
621,AND,1907,-0.01637306483462456
622,AND,1908,0.06852785342683394
623,AND,1909,-0.37906069681048415
624,AND,1910,0.16472232035206022
625,AND,1911,-0.21744020531574884
626,AND,1912,-0.18882925490227798
627,AND,1913,0.25039687193930105
628,AND,1914,0.08718044869601747
629,AND,1915,0.4053403827031922
630,AND,1916,-0.09728895376125994
631,AND,1917,0.2146654656777779
632,AND,1918,-0.09570670562485926
633,AND,1919,0.09919326379895238
634,AND,1920,0.192793514269094
635,AND,1921,-0.32965565379709033
636,AND,1922,-0.0983721852535381
637,AND,1923,-0.1912358179688455
638,AND,1924,-0.37421803129836917
639,AND,1925,-0.348680752639968
640,AND,1926,0.15137688132623836
641,AND,1927,-0.04950117180123901
642,AND,1928,-0.42984796067078873
643,AND,1929,-0.42355491841832776
644,AND,1930,0.4745687308410799
645,AND,1931,-0.21866620269914452
646,AND,1932,0.7402152198677262
647,AND,1933,0.21560066193342156
648,AND,1934,-0.26847323278586094
649,AND,1935,0.06926351537307084
650,AND,1936,0.676269477854173
651,AND,1937,-0.10543711483478517
652,AND,1938,0.224564221998056
653,AND,1939,0.6853464369972547
654,AND,1940,0.24852874999245012
655,AND,1941,0.34469425057371517
656,AND,1942,-0.12164826989949958
657,AND,1943,0.1258489862084385
658,AND,1944,-0.14507826076199584
659,AND,1945,-0.534030043209592
660,AND,1946,-0.08080896983544134
661,AND,1947,-0.16459086040655813
662,AND,1948,-0.11748674884438554
663,AND,1949,-0.38896601709226825
664,AND,1950,-0.3311457224190237
665,AND,1951,0.7005881927907472
666,AND,1952,0.14661084115505213
667,AND,1953,-0.3054672311991454
668,AND,1954,-0.23260566592216544
669,AND,1955,0.2615485688050585
670,AND,1956,0.11823855619877531
671,AND,1957,0.05525152268819524
672,AND,1958,-0.10650037477413787
673,AND,1959,0.6312578779955701
674,AND,1960,0.6955856612573067
675,AND,1961,-0.12238588867088147
676,AND,1962,0.48416447577377036
677,AND,1963,0.7580501139163975
678,AND,1964,0.4738768305008603
679,AND,1965,0.37567747073868984
680,AND,1966,0.18530543008819209
681,AND,1967,-0.06766092470691905
682,AND,1968,0.17178457354505958
683,AND,1969,0.5911914755900703
684,AND,1970,-0.06272734329104392
685,AND,1971,0.48953549936413804
686,AND,1972,0.7230171373424429
687,AND,1973,-0.22252089281876875
688,AND,1974,0.2766576282835256
689,AND,1975,0.18105677732577
690,AND,1976,0.09600179068123221
691,AND,1977,0.4992933819691336
692,AND,1978,-0.09394107386469915
693,AND,1979,0.34042825829237633
694,AND,1980,-0.027867881891628223
695,AND,1981,0.17220927992214743
696,AND,1982,0.5160331459095083
697,AND,1983,-0.17073753227790156
698,AND,1984,0.0030017690733073845
699,AND,1985,-0.4556470053891339
700,AND,1986,-0.3983475361019373
701,AND,1987,0.1961959277590111
702,AND,1988,-0.04891189560294159
703,AND,1989,-0.11426913831383001
704,AND,1990,-0.04928327576878181
705,AND,1991,-0.2434666703144709
706,AND,1992,0.47495272693534774
707,AND,1993,-0.19228052223722106
708,AND,1994,-0.09038760761420002
709,AND,1995,-0.12452755449339713
710,AND,1996,0.5083921038700879
711,AND,1997,-0.023407717545826878
712,AND,1998,-0.4164830595254907
713,AND,1999,0.14646187300483335
714,AND,2000,-0.2392912774036323
715,AND,2001,-0.2569235290090252
716,AND,2002,0.31636588461697096
717,AND,2003,0.11837765077749783
718,AND,2004,-0.30985625833272906
719,AND,2005,-0.47533916930357617
720,AND,2006,-0.5856798489888518
721,AND,2007,-0.588620362803341
722,AND,2008,0.2064789871995649
723,AND,2009,-0.049435137460629254
724,AND,2010,0.12810322021444678
725,AND,2011,-0.43409771720568346
726,AND,2012,-0.4892775987585381
727,AND,2013,0.20053512533195264
728,AND,2014,0.1980227343738082
729,AND,2015,-0.4101037345826628
730,AND,2016,-0.3803422463436921
731,AND,2017,-0.4055156757434209
732,AND,2018,0.43214515099922934
733,AND,2019,-0.3794805668294421
734,AND,2020,-0.030399390806754162
735,AND,2021,-0.3553919227172932
736,AND,2022,-0.6428938445945587
737,AND,2023,-0.7407920099794859
738,ANT,1901,
739,ANT,1902,
740,ANT,1903,
741,ANT,1904,
742,ANT,1905,
743,ANT,1906,
744,ANT,1907,
745,ANT,1908,
746,ANT,1909,
747,ANT,1910,
748,ANT,1911,
749,ANT,1912,
750,ANT,1913,
751,ANT,1914,
752,ANT,1915,
753,ANT,1916,
754,ANT,1917,
755,ANT,1918,
756,ANT,1919,
757,ANT,1920,
758,ANT,1921,
759,ANT,1922,
760,ANT,1923,
761,ANT,1924,
762,ANT,1925,
763,ANT,1926,
764,ANT,1927,
765,ANT,1928,
766,ANT,1929,
767,ANT,1930,
768,ANT,1931,
769,ANT,1932,
770,ANT,1933,
771,ANT,1934,
772,ANT,1935,
773,ANT,1936,
774,ANT,1937,
775,ANT,1938,
776,ANT,1939,
777,ANT,1940,
778,ANT,1941,
779,ANT,1942,
780,ANT,1943,
781,ANT,1944,
782,ANT,1945,
783,ANT,1946,
784,ANT,1947,
785,ANT,1948,
786,ANT,1949,
787,ANT,1950,
788,ANT,1951,
789,ANT,1952,
790,ANT,1953,
791,ANT,1954,
792,ANT,1955,
793,ANT,1956,
794,ANT,1957,
795,ANT,1958,
796,ANT,1959,
797,ANT,1960,
798,ANT,1961,
799,ANT,1962,
800,ANT,1963,
801,ANT,1964,
802,ANT,1965,
803,ANT,1966,
804,ANT,1967,
805,ANT,1968,
806,ANT,1969,
807,ANT,1970,
808,ANT,1971,
809,ANT,1972,
810,ANT,1973,
811,ANT,1974,
812,ANT,1975,
813,ANT,1976,
814,ANT,1977,
815,ANT,1978,
816,ANT,1979,
817,ANT,1980,
818,ANT,1981,
819,ANT,1982,
820,ANT,1983,
821,ANT,1984,
822,ANT,1985,
823,ANT,1986,
824,ANT,1987,
825,ANT,1988,
826,ANT,1989,
827,ANT,1990,
828,ANT,1991,
829,ANT,1992,
830,ANT,1993,
831,ANT,1994,
832,ANT,1995,
833,ANT,1996,
834,ANT,1997,
835,ANT,1998,
836,ANT,1999,
837,ANT,2000,
838,ANT,2001,
839,ANT,2002,
840,ANT,2003,
841,ANT,2004,
842,ANT,2005,
843,ANT,2006,
844,ANT,2007,
845,ANT,2008,
846,ANT,2009,
847,ANT,2010,
848,ANT,2011,
849,ANT,2012,
850,ANT,2013,
851,ANT,2014,
852,ANT,2015,
853,ANT,2016,
854,ANT,2017,
855,ANT,2018,
856,ANT,2019,
857,ANT,2020,
858,ANT,2021,
859,ANT,2022,
860,ANT,2023,
861,ARE,1901,-0.09262841128899411
862,ARE,1902,0.25930328232546646
863,ARE,1903,0.666097774674805
864,ARE,1904,0.3994133894642194
865,ARE,1905,0.5498948635843898
866,ARE,1906,0.7096681833888105
867,ARE,1907,0.5184555438657604
868,ARE,1908,0.0961843139181537
869,ARE,1909,0.22317469880605803
870,ARE,1910,0.514351476915181
871,ARE,1911,0.8712031568090121
872,ARE,1912,0.7034208911160628
873,ARE,1913,0.7589968147221953
874,ARE,1914,0.6019326292832082
875,ARE,1915,0.2613197555765509
