,ISO3,year,spei_popweighted
237,AFG,2015,0.2144520504710573
238,AFG,2016,-0.09333604418983017
239,AFG,2017,-0.6758234413961567
240,AFG,2018,-0.6030809500565122
241,AFG,2019,0.1317340765769281
242,AFG,2020,0.23501481954008355
243,AFG,2021,-1.0996136637404552
244,AFG,2022,-0.4155023721978062
245,AFG,2023,-0.47693951055407524
246,AGO,1901,-0.05024057681051397
247,AGO,1902,0.02125134660551962
248,AGO,1903,0.2670896984636785
249,AGO,1904,-0.18233429826796058
250,AGO,1905,-0.03960144333541396
251,AGO,1906,0.1196823709954818
252,AGO,1907,-0.08747475035488624
253,AGO,1908,0.13527911528944972
254,AGO,1909,0.34469297559311024
255,AGO,1910,0.07481960672885171
256,AGO,1911,-0.1650518147895735
257,AGO,1912,0.27618868400653224
258,AGO,1913,-0.29606498405337367
259,AGO,1914,-0.27389146077136167
260,AGO,1915,-0.2862510819298523
261,AGO,1916,0.1247759784261383
262,AGO,1917,-0.30653691792394994
263,AGO,1918,0.040109620740016255
264,AGO,1919,-0.1240526479668912
265,AGO,1920,0.05379943673809364
266,AGO,1921,-0.07279664526383041
267,AGO,1922,-0.09001227513848152
268,AGO,1923,0.33614108587304753
269,AGO,1924,0.05972317513078481
270,AGO,1925,-0.06934812913338313
271,AGO,1926,0.22928348649293165
272,AGO,1927,0.03513203406085569
273,AGO,1928,-0.12266747560352076
274,AGO,1929,0.1326213696350654
275,AGO,1930,-0.3552311286572754
276,AGO,1931,-0.05436027773733565
277,AGO,1932,-0.1509417029252897
278,AGO,1933,0.147205230779946
279,AGO,1934,0.031648247813185044
280,AGO,1935,0.2394922669045626
281,AGO,1936,0.040641126378128604
282,AGO,1937,0.15994204549739757
283,AGO,1938,-0.14337612347056466
284,AGO,1939,-0.06701818186168874
285,AGO,1940,-0.2645589287082351
286,AGO,1941,-0.4441842281570038
287,AGO,1942,-0.3115175863107047
288,AGO,1943,-0.2583839725703001
289,AGO,1944,0.26066915877163377
290,AGO,1945,0.17700405325740595
291,AGO,1946,0.01978914625942657
292,AGO,1947,0.02814040333032633
293,AGO,1948,-0.23723377597828754
294,AGO,1949,-0.22792571162184092
295,AGO,1950,0.08410675078630397
296,AGO,1951,0.2229127300282324
297,AGO,1952,0.01304665207862816
298,AGO,1953,-0.31285061175003626
299,AGO,1954,0.2787331069509198
300,AGO,1955,0.13816430295507168
301,AGO,1956,-0.21435249169977985
302,AGO,1957,0.16392108363409785
303,AGO,1958,-0.606563916119436
304,AGO,1959,0.15570284860829478
305,AGO,1960,0.5300936158746483
306,AGO,1961,0.7534836791455747
307,AGO,1962,0.34502525045536486
308,AGO,1963,-0.008235119904080768
309,AGO,1964,-0.04831290369232492
310,AGO,1965,-0.0611560462663574
311,AGO,1966,0.217628748466571
312,AGO,1967,0.3144228172798949
313,AGO,1968,0.11043318733573004
314,AGO,1969,0.3972606199483077
315,AGO,1970,-0.26463091870148964
316,AGO,1971,-0.43735651920239116
317,AGO,1972,-0.207108285898964
318,AGO,1973,0.05363817761341765
319,AGO,1974,-0.011650028405711277
320,AGO,1975,0.09016387909650835
321,AGO,1976,0.17126945157845763
322,AGO,1977,0.11636197488405771
323,AGO,1978,-0.02139045298099454
324,AGO,1979,0.2048608859380088
325,AGO,1980,-0.18864690698683273
326,AGO,1981,-0.4382963101379575
327,AGO,1982,-0.2051473489652075
328,AGO,1983,-0.20805446306864375
329,AGO,1984,-0.27207508559028365
330,AGO,1985,-0.06348774170813383
331,AGO,1986,0.0337663286676013
332,AGO,1987,-0.17722025948266193
333,AGO,1988,0.10130629936854067
334,AGO,1989,-0.484907265442113
335,AGO,1990,0.16057902015745648
336,AGO,1991,0.11734625045210134
337,AGO,1992,-0.04358575089524188
338,AGO,1993,0.01881545122402415
339,AGO,1994,0.11075044035290686
340,AGO,1995,-0.0011795856989920935
341,AGO,1996,-0.010765294001127279
342,AGO,1997,0.16544768571232746
343,AGO,1998,-0.01065372675657266
344,AGO,1999,0.23179219247928515
345,AGO,2000,0.1477345339953898
346,AGO,2001,-0.02302335325415088
347,AGO,2002,0.07231682585552343
348,AGO,2003,-0.06746082985773688
349,AGO,2004,0.11998029130821423
350,AGO,2005,-0.041353440358458615
351,AGO,2006,0.07139268610626463
352,AGO,2007,0.16277847314874333
353,AGO,2008,0.1614100732064495
354,AGO,2009,0.1468873400396357
355,AGO,2010,-0.12651162315160033
356,AGO,2011,0.0009906691654276156
357,AGO,2012,0.14479218772612523
358,AGO,2013,-0.0703786603116896
359,AGO,2014,-0.06163781431193143
360,AGO,2015,-0.16323281576236084
361,AGO,2016,-0.15085893659852426
362,AGO,2017,-0.18328134467204416
363,AGO,2018,-0.07986153072367108
364,AGO,2019,-0.00733581216384967
365,AGO,2020,-0.01308141462504867
366,AGO,2021,-0.14540803308288258
367,AGO,2022,-0.022671216477950274
368,AGO,2023,0.10610535119970653
369,AIA,1901,0.5598331377065429
370,AIA,1902,0.34434455229590394
371,AIA,1903,0.2977106723313527
372,AIA,1904,0.3430087855085729
373,AIA,1905,0.3144250204786655
374,AIA,1906,0.08554489910602558
375,AIA,1907,0.08391641872003637
376,AIA,1908,0.23944666733344433
377,AIA,1909,0.44822719832882413
378,AIA,1910,0.4619912199753644
379,AIA,1911,0.3131442576025918
380,AIA,1912,-0.1251145278414096
381,AIA,1913,0.2746771257370713
382,AIA,1914,0.10088757953296118
383,AIA,1915,0.16534409959179666
384,AIA,1916,0.2515270157018677
385,AIA,1917,-0.09020809712819755
386,AIA,1918,-0.08518265074235383
387,AIA,1919,-0.016791892548402337
388,AIA,1920,0.01697497752805519
389,AIA,1921,0.2510190897931652
390,AIA,1922,0.29478775762254333
391,AIA,1923,-0.33872201293706944
392,AIA,1924,-0.007899045944213737
393,AIA,1925,-0.22163469158112972
394,AIA,1926,-0.21418248737851708
395,AIA,1927,0.16492905211634964
396,AIA,1928,0.15069560954968167
397,AIA,1929,-0.06679509580135341
398,AIA,1930,-0.2496748468838629
399,AIA,1931,0.644809325225651
400,AIA,1932,0.23103673756122536
401,AIA,1933,0.20596944913268092
402,AIA,1934,0.014384443561236146
403,AIA,1935,0.05121495605756804
404,AIA,1936,0.27221111821321153
405,AIA,1937,-0.3288960866630073
406,AIA,1938,0.15735393824676724
407,AIA,1939,-0.1806437422831856
408,AIA,1940,0.10217340414722782
409,AIA,1941,-0.13200178494056075
410,AIA,1942,0.289121391251683
411,AIA,1943,0.14899852623542154
412,AIA,1944,-0.06142224868138507
413,AIA,1945,-0.2964682051291066
414,AIA,1946,-0.1728941444307566
415,AIA,1947,-0.2892771406720078
416,AIA,1948,0.24544105399399996
417,AIA,1949,0.2629419428606827
418,AIA,1950,0.4509534326692422
419,AIA,1951,0.04528870309392664
420,AIA,1952,0.5329646797229856
421,AIA,1953,-0.10302912940581643
422,AIA,1954,0.38523432053625645
423,AIA,1955,0.25557479914277764
424,AIA,1956,0.4923984917501616
425,AIA,1957,-0.3013668445249397
426,AIA,1958,0.3712045849921812
427,AIA,1959,-0.16333130622903427
428,AIA,1960,0.5911909506345787
429,AIA,1961,0.16361157720287622
430,AIA,1962,0.2879435829818243
431,AIA,1963,0.11033774136255259
432,AIA,1964,-0.4027310820917281
433,AIA,1965,0.055726598948240426
434,AIA,1966,0.08288287433485197
435,AIA,1967,-0.7119880076497797
436,AIA,1968,-0.5286154045412936
437,AIA,1969,0.2970818262547254
438,AIA,1970,0.2076920492885018
439,AIA,1971,-0.05843051585058395
440,AIA,1972,-0.11345417983829997
441,AIA,1973,-0.299638181420354
442,AIA,1974,-0.09540176174292914
443,AIA,1975,-0.05232907707492527
444,AIA,1976,-0.2240405644600586
445,AIA,1977,-0.23014880592624323
446,AIA,1978,-0.25199594845374423
447,AIA,1979,0.9373897959788636
448,AIA,1980,-0.5856571719050411
449,AIA,1981,0.3602911806665354
450,AIA,1982,-0.2402340248227126
451,AIA,1983,-0.27455167472362474
452,AIA,1984,0.0640455620984237
453,AIA,1985,-0.3095929613336919
454,AIA,1986,-0.2916688819726307
455,AIA,1987,0.017533734440803073
456,AIA,1988,0.18624108657240912
457,AIA,1989,-0.04627688353260297
458,AIA,1990,-0.2437786397834618
459,AIA,1991,-0.36283155437558934
460,AIA,1992,0.0851458882292116
461,AIA,1993,-0.5625233911753943
462,AIA,1994,-0.7959772410492104
463,AIA,1995,-0.531384864511589
464,AIA,1996,-0.08551144413649958
465,AIA,1997,-0.5279550099124506
466,AIA,1998,0.4380940180271859
467,AIA,1999,0.06230208176809068
468,AIA,2000,-0.9860946085924908
469,AIA,2001,-0.23004549245039627
470,AIA,2002,-0.19383097502092483
471,AIA,2003,0.11099070667599668
472,AIA,2004,0.31298305218418504
473,AIA,2005,0.39037002753078287
474,AIA,2006,0.6156702376902102
475,AIA,2007,-0.041507576592266726
476,AIA,2008,0.548259768945476
477,AIA,2009,-0.3437246450533469
478,AIA,2010,0.35063139100869467
479,AIA,2011,0.2625811987866952
480,AIA,2012,-0.41611554194241845
481,AIA,2013,0.04141704489787432
482,AIA,2014,0.00949500004450495
483,AIA,2015,-1.3816038407385347
484,AIA,2016,-0.05623640120029422
485,AIA,2017,0.18027412379160554
486,AIA,2018,-0.3462982236718138
487,AIA,2019,-0.3528352615733952
488,AIA,2020,-0.07730757507185049
489,AIA,2021,-0.5167742515914142
490,AIA,2022,-0.18219900069137415
491,AIA,2023,-0.1429619298626974
492,ALB,1901,0.3359793933729332
493,ALB,1902,0.2239121823416401
494,ALB,1903,-0.00926950636009379
495,ALB,1904,0.03938958793878524
496,ALB,1905,0.018251720971117918
497,ALB,1906,0.19308220562137013
498,ALB,1907,0.03376215199629464
499,ALB,1908,-0.15379563517247616
500,ALB,1909,0.3444779985584316
501,ALB,1910,0.356568297448878
502,ALB,1911,-0.013698548078536585
503,ALB,1912,0.13641570081623874
504,ALB,1913,0.07581861938039504
505,ALB,1914,0.3062458621958892
506,ALB,1915,0.776886531772713
507,ALB,1916,0.19993841027220075
508,ALB,1917,-0.14564466724793146
509,ALB,1918,0.0374649036675695
510,ALB,1919,0.41542344540357606
511,ALB,1920,-0.058624442356328056
512,ALB,1921,-0.19198879723747578
513,ALB,1922,0.008869002728412512
514,ALB,1923,0.3372605356077354
515,ALB,1924,0.0942959344635409
516,ALB,1925,0.060029248823411735
517,ALB,1926,0.013388201594352713
518,ALB,1927,-0.02191684177766266
519,ALB,1928,0.02910644809405041
520,ALB,1929,0.024648097654183614
521,ALB,1930,0.23030561519165807
522,ALB,1931,0.10149859388669395
523,ALB,1932,-0.2531912152965858
524,ALB,1933,0.22923254097501433
525,ALB,1934,-0.03896070054421824
526,ALB,1935,-0.0583343996355928
527,ALB,1936,0.29919195175170915
528,ALB,1937,0.5933129795982194
529,ALB,1938,-0.15714227408170686
530,ALB,1939,0.4234852244456619
531,ALB,1940,0.47045791459580294
532,ALB,1941,0.10200808383524418
533,ALB,1942,0.01674536926050942
534,ALB,1943,-0.10087377935027125
535,ALB,1944,0.3190537144740423
536,ALB,1945,-0.3610733626022317
537,ALB,1946,-0.4457063662509122
538,ALB,1947,-0.23402430877710376
539,ALB,1948,-0.2798801828175777
540,ALB,1949,0.11681421101093277
541,ALB,1950,-0.22846068736786593
542,ALB,1951,0.10392168909311317
543,ALB,1952,-0.21262962371110847
544,ALB,1953,-0.2117607213246322
545,ALB,1954,0.13248884802063232
546,ALB,1955,0.22261076595168636
547,ALB,1956,0.07358713634312265
548,ALB,1957,-0.15838887946059357
549,ALB,1958,0.0011297718932233487
550,ALB,1959,0.4397086144114528
551,ALB,1960,0.2457897352675588
552,ALB,1961,-0.38387228300173953
553,ALB,1962,0.08843858881543122
554,ALB,1963,0.36245362274348714
555,ALB,1964,0.21148715323458087
556,ALB,1965,-0.14409267157316186
557,ALB,1966,0.44894465214262363
558,ALB,1967,-0.19614578286806852
559,ALB,1968,0.10160091581443975
560,ALB,1969,0.3919915693501628
561,ALB,1970,0.3224011957645419
562,ALB,1971,0.06371064328898955
563,ALB,1972,0.18303064753611867
564,ALB,1973,0.11278944772978688
565,ALB,1974,0.16986381635069778
566,ALB,1975,-0.3818874224089095
567,ALB,1976,0.5148868237932525
568,ALB,1977,-0.4296688965211312
569,ALB,1978,0.21181389068563802
570,ALB,1979,0.6770402000596123
571,ALB,1980,0.3572152865429726
572,ALB,1981,0.11997464857995566
573,ALB,1982,-0.32473973557353003
574,ALB,1983,-0.27885088759164006
575,ALB,1984,-0.026976112897196997
576,ALB,1985,-0.3515355288982381
577,ALB,1986,-0.1607759327938154
578,ALB,1987,-0.05857936874963291
579,ALB,1988,-0.42423630366101817
580,ALB,1989,-0.3262122465918462
581,ALB,1990,-0.46221597244342166
582,ALB,1991,0.03513194310168366
583,ALB,1992,-0.4079618876179065
584,ALB,1993,-0.556876834481954
585,ALB,1994,-0.3868813874820873
586,ALB,1995,0.26773239672183974
587,ALB,1996,0.31143155290434743
588,ALB,1997,-0.40586452465504363
589,ALB,1998,-0.3082826721171538
590,ALB,1999,0.05819818284362568
591,ALB,2000,-0.8558289495607214
592,ALB,2001,-0.4523629650163153
593,ALB,2002,0.06408072138826006
594,ALB,2003,-0.34279746065537187
595,ALB,2004,0.07744020316749813
596,ALB,2005,0.24881587053338725
597,ALB,2006,0.013474048425753985
598,ALB,2007,-0.15912702679634122
599,ALB,2008,-0.22462053837565046
600,ALB,2009,0.33685650676488826
601,ALB,2010,0.3479353052874397
602,ALB,2011,-0.6676253136247392
603,ALB,2012,-0.43924533682487255
604,ALB,2013,-0.16007619972030282
605,ALB,2014,0.5267219323044011
606,ALB,2015,-0.16262467205524583
607,ALB,2016,0.05344150029122796
608,ALB,2017,-0.3827912108972668
609,ALB,2018,-0.30085589084774256
610,ALB,2019,-0.05806695049007605
611,ALB,2020,-0.20070207305252466
612,ALB,2021,-0.17215164999167096
613,ALB,2022,-0.5659745795031395
614,ALB,2023,-0.05780326575040714
615,AND,1901,0.2564590064187839
616,AND,1902,0.1968365659316372
617,AND,1903,-0.03317424251387541
618,AND,1904,-0.5247780128071707
619,AND,1905,-0.12700799355904333
620,AND,1906,-0.22410124354064473
621,AND,1907,-0.01306069145599946
622,AND,1908,0.06676462401810561
623,AND,1909,-0.3983441255986698
624,AND,1910,0.1734661205361285
625,AND,1911,-0.2357673098643611
626,AND,1912,-0.18885578836003958
627,AND,1913,0.2665662175665305
628,AND,1914,0.08852053061127713
629,AND,1915,0.3662316813133657
630,AND,1916,-0.0989133808761838
631,AND,1917,0.2354798340481169
632,AND,1918,-0.08872169721871605
633,AND,1919,0.08147243534525207
634,AND,1920,0.19823023700155282
635,AND,1921,-0.36638951270530645
636,AND,1922,-0.10511184111237541
637,AND,1923,-0.1929635774965088
638,AND,1924,-0.35043449047952896
639,AND,1925,-0.35262266499921724
640,AND,1926,0.15435136482119574
641,AND,1927,-0.04322425757224365
642,AND,1928,-0.4196913413082555
643,AND,1929,-0.43581927785028945
644,AND,1930,0.506177637105186
645,AND,1931,-0.2395492512732745
646,AND,1932,0.7324995002709342
647,AND,1933,0.19968953480323126
648,AND,1934,-0.28218224893013655
649,AND,1935,0.08334419131278982
650,AND,1936,0.7011186058322584
651,AND,1937,-0.09033634513616591
652,AND,1938,0.24619831579426868
653,AND,1939,0.7180601706107462
654,AND,1940,0.2773591758062439
655,AND,1941,0.3334916631380714
656,AND,1942,-0.1440926092521597
657,AND,1943,0.1262006557856997
658,AND,1944,-0.14438830750683837
659,AND,1945,-0.546383320043485
660,AND,1946,-0.09917343671744072
661,AND,1947,-0.15037576481699935
662,AND,1948,-0.11801255618532498
663,AND,1949,-0.40253684033329357
664,AND,1950,-0.31677901123960844
665,AND,1951,0.6938181515239793
666,AND,1952,0.16670268215238992
667,AND,1953,-0.3040363641145325
668,AND,1954,-0.23431923364599558
669,AND,1955,0.2510626409202805
670,AND,1956,0.119589379911001
671,AND,1957,0.03202474179367106
672,AND,1958,-0.09812682432432891
673,AND,1959,0.6323914450282848
674,AND,1960,0.692425063500802
675,AND,1961,-0.09824265042940743
676,AND,1962,0.4740770366042855
677,AND,1963,0.770820712049802
678,AND,1964,0.4882245926807327
679,AND,1965,0.3977352529764174
680,AND,1966,0.2130333213135598
681,AND,1967,-0.06041274188707247
682,AND,1968,0.1833225861191757
683,AND,1969,0.570556857933601
684,AND,1970,-0.07066192850470511
685,AND,1971,0.4967143324514233
686,AND,1972,0.7006280934438106
687,AND,1973,-0.2078259599705543
688,AND,1974,0.2722248544450844
689,AND,1975,0.16466672035555063
690,AND,1976,0.07620258691410166
691,AND,1977,0.48227001229921945
692,AND,1978,-0.0983768415947749
693,AND,1979,0.3540449760233359
694,AND,1980,-0.015686612421025783
695,AND,1981,0.16208732376495957
696,AND,1982,0.5192643234040587
697,AND,1983,-0.168193449576696
698,AND,1984,0.0034504896563402796
699,AND,1985,-0.4465010104080041
700,AND,1986,-0.4097963559130822
701,AND,1987,0.19649309401089968
702,AND,1988,-0.031841769814491015
703,AND,1989,-0.1166046991323424
704,AND,1990,-0.048798986244946885
705,AND,1991,-0.280424097242454
706,AND,1992,0.46897977093855525
707,AND,1993,-0.19987971956531222
708,AND,1994,-0.0793297265966737
709,AND,1995,-0.12314757161463297
710,AND,1996,0.5058124723533791
711,AND,1997,-0.029335063571731063
712,AND,1998,-0.4018923752009876
713,AND,1999,0.1595399503906566
714,AND,2000,-0.23744985492279058
715,AND,2001,-0.27134582772850985
716,AND,2002,0.3395286041001482
717,AND,2003,0.1289596805969865
718,AND,2004,-0.3208895685772096
719,AND,2005,-0.47423907866080617
720,AND,2006,-0.5860892382139963
721,AND,2007,-0.5992199697842197
722,AND,2008,0.18664411579569143
723,AND,2009,-0.0425703537960845
724,AND,2010,0.10207113871971761
725,AND,2011,-0.46249449749787613
726,AND,2012,-0.5000206778446837
727,AND,2013,0.22137559639910806
728,AND,2014,0.20617992555101616
729,AND,2015,-0.38965519238263374
730,AND,2016,-0.386808584754666
731,AND,2017,-0.3826043891410036
732,AND,2018,0.4126073311393461
733,AND,2019,-0.36349929993351315
734,AND,2020,-0.03955201307932602
735,AND,2021,-0.3587778365860383
736,AND,2022,-0.6426497350136441
737,AND,2023,-0.7389983472724754
738,ANT,1901,0.16621815785765634
739,ANT,1902,0.214185293763876
740,ANT,1903,0.2848447666037827
741,ANT,1904,0.5765599363173045
742,ANT,1905,0.3842772365702937
743,ANT,1906,0.31201928537598206
744,ANT,1907,0.3494896224389475
745,ANT,1908,0.40897172378996993
746,ANT,1909,0.3113163704983893
747,ANT,1910,0.4858707689369721
748,ANT,1911,0.5036482413609825
749,ANT,1912,0.29719003588737314
750,ANT,1913,0.6299532590589173
751,ANT,1914,0.4116593835254509
752,ANT,1915,0.06831636501010525
753,ANT,1916,0.1884934531214337
754,ANT,1917,0.3438764073265095
755,ANT,1918,0.24018529367943628
756,ANT,1919,0.24359473932175504
757,ANT,1920,0.35063264084358964
758,ANT,1921,-0.037620943505317
759,ANT,1922,0.6747712691624947
760,ANT,1923,0.0806796534452587
761,ANT,1924,0.26751129763821807
762,ANT,1925,-0.2489132297535737
763,ANT,1926,-0.043920991942286484
