,ISO3,year,temp_humidity_index
0,ABW,1948,27.431593960441667
1,ABW,1949,27.44874294656123
2,ABW,1950,27.122438102076448
3,ABW,1951,27.982411399711268
4,ABW,1952,28.2029982082088
5,ABW,1953,28.20199873666262
6,ABW,1954,27.27602562441396
7,ABW,1955,27.383803057570194
8,ABW,1956,27.227518326322578
9,ABW,1957,27.83873275884391
10,ABW,1958,29.334540176288833
11,ABW,1959,28.33372236634928
12,ABW,1960,28.728226632134678
13,ABW,1961,28.121541184129974
14,ABW,1962,28.245707118961022
15,ABW,1963,28.36348112976762
16,ABW,1964,27.55298364162185
17,ABW,1965,27.337266154941986
18,ABW,1966,27.929546984092323
19,ABW,1967,27.569606897443247
20,ABW,1968,27.76245781122404
21,ABW,1969,29.587108089374883
22,ABW,1970,28.72075897384895
23,ABW,1971,27.499098121572917
24,ABW,1972,28.330631827308636
25,ABW,1973,28.623702820117185
26,ABW,1974,27.59869219556336
27,ABW,1975,27.24667080858535
28,ABW,1976,27.216959585189475
29,ABW,1977,28.25586811791342
30,ABW,1978,28.249155360650224
31,ABW,1979,28.52775074115466
32,ABW,1980,28.73208757022882
33,ABW,1981,28.778051712797026
34,ABW,1982,27.905043731123403
35,ABW,1983,28.687324175918143
36,ABW,1984,27.80623482161224
37,ABW,1985,27.745571581451436
38,ABW,1986,27.663531322932517
39,ABW,1987,29.546180236102185
40,ABW,1988,28.58522705670518
41,ABW,1989,27.813778954420695
42,ABW,1990,28.365534173718327
43,ABW,1991,27.805982208936133
44,ABW,1992,28.37030096781394
45,ABW,1993,28.45465942400361
46,ABW,1994,27.999437501608032
47,ABW,1995,29.06909877541307
48,ABW,1996,28.192550464497003
49,ABW,1997,28.48982648143768
50,ABW,1998,29.394920143184024
51,ABW,1999,28.140869887422735
52,ABW,2000,27.66718737875977
53,ABW,2001,28.036401763518775
54,ABW,2002,28.280401057741127
55,ABW,2003,28.76976885658208
56,ABW,2004,28.500476898841633
57,ABW,2005,29.63586893411837
58,ABW,2006,28.913428745516324
59,ABW,2007,28.87138349363838
60,ABW,2008,28.32702137751744
61,ABW,2009,28.868052300963605
62,ABW,2010,30.181086695942273
63,ABW,2011,29.144623224055902
64,ABW,2012,28.744077170637144
65,ABW,2013,29.079714969606865
66,ABW,2014,28.757921026845334
67,ABW,2015,29.249485221979235
68,ABW,2016,29.813579229559704
69,ABW,2017,29.809825233419833
70,ABW,2018,28.554025932682535
71,ABW,2019,29.1868582076085
72,ABW,2020,29.65128319188303
73,ABW,2021,29.147519491787463
74,ABW,2022,29.524652299962018
75,ABW,2023,30.299928683125717
76,ABW,2024,31.189953751342866
77,AFG,1948,9.190099287902193
78,AFG,1949,9.520302495065483
79,AFG,1950,9.42714366039922
80,AFG,1951,10.298172862798758
81,AFG,1952,11.093836897517159
82,AFG,1953,10.95335302454776
83,AFG,1954,9.925495071217615
84,AFG,1955,10.219289577277713
85,AFG,1956,10.366803696659028
86,AFG,1957,8.675847251962281
87,AFG,1958,10.864724171219008
88,AFG,1959,10.004882237637782
89,AFG,1960,9.093097724278351
90,AFG,1961,8.96878589218355
91,AFG,1962,7.91867615798074
92,AFG,1963,9.870749462877898
93,AFG,1964,8.672200738613574
94,AFG,1965,10.342216398691647
95,AFG,1966,10.954304237813336
96,AFG,1967,9.056051713276421
97,AFG,1968,9.327528594606749
98,AFG,1969,9.9627529998899
99,AFG,1970,10.044899501278246
100,AFG,1971,9.5225378894511
101,AFG,1972,6.799771440187324
102,AFG,1973,8.833659512083273
103,AFG,1974,7.301691344781038
104,AFG,1975,7.988442121100555
105,AFG,1976,8.123602898024204
106,AFG,1977,9.590451948338293
107,AFG,1978,9.451938587820152
108,AFG,1979,9.024639790855835
109,AFG,1980,9.619015795700715
110,AFG,1981,9.581901874700586
111,AFG,1982,8.799747072857727
112,AFG,1983,9.155780936609863
113,AFG,1984,8.66168418252422
114,AFG,1985,9.54629760548252
115,AFG,1986,8.935272182430845
116,AFG,1987,9.4828190336901
117,AFG,1988,9.850296278806288
118,AFG,1989,8.50859683914145
119,AFG,1990,10.022045232856819
120,AFG,1991,9.417443175110659
121,AFG,1992,9.011907568489463
122,AFG,1993,8.99067460932019
123,AFG,1994,9.185465514067996
124,AFG,1995,8.154757370331387
125,AFG,1996,8.627037439085186
126,AFG,1997,9.109801433021197
127,AFG,1998,9.76879877657135
128,AFG,1999,9.491202437513028
129,AFG,2000,9.223994695068313
130,AFG,2001,9.837050612013975
131,AFG,2002,9.485178670430647
132,AFG,2003,9.00787957685195
133,AFG,2004,9.599573893488882
134,AFG,2005,8.08783979065219
135,AFG,2006,9.85148314746724
136,AFG,2007,8.988580496292181
137,AFG,2008,9.379667347899042
138,AFG,2009,9.082488087033079
139,AFG,2010,9.894951465288711
140,AFG,2011,9.178897670441126
141,AFG,2012,8.0981755720541
142,AFG,2013,9.259162175686173
143,AFG,2014,8.415596749002079
144,AFG,2015,10.051422105792701
145,AFG,2016,10.679814690499246
146,AFG,2017,9.871341372281988
147,AFG,2018,10.228667828912608
148,AFG,2019,9.631826011327043
149,AFG,2020,6.839450755478217
150,AFG,2021,8.736837729905858
151,AFG,2022,9.504930022749898
152,AFG,2023,8.944553720298734
153,AFG,2024,7.531282269791143
154,AGO,1948,19.79413609997395
155,AGO,1949,20.712647306193933
156,AGO,1950,20.76361137167082
157,AGO,1951,21.14956086188129
158,AGO,1952,21.138995293693885
159,AGO,1953,21.272979586743418
160,AGO,1954,20.155686907174736
161,AGO,1955,20.397589281033692
162,AGO,1956,20.073528653844843
163,AGO,1957,21.209425002876948
164,AGO,1958,20.69065737236676
165,AGO,1959,21.37942918095833
166,AGO,1960,20.984585686082593
167,AGO,1961,20.45821158336084
168,AGO,1962,20.236341427312517
169,AGO,1963,20.44321776377275
170,AGO,1964,20.364214679952124
171,AGO,1965,20.264902886209207
172,AGO,1966,20.767940979967445
173,AGO,1967,20.364491374242387
174,AGO,1968,20.277063232195637
175,AGO,1969,21.29411393797051
176,AGO,1970,21.041870374710772
177,AGO,1971,20.489233851303236
178,AGO,1972,20.742159550537224
179,AGO,1973,21.104297179504957
180,AGO,1974,20.532586070517763
181,AGO,1975,20.780626012385966
182,AGO,1976,20.645762178559934
