,ISO3,year,Drought,Heat wave,Wildfire,Flood
2446,COM,2001,0,0,0,0
2447,COM,2002,0,0,0,0
2448,COM,2003,0,0,0,0
2449,COM,2004,0,0,0,0
2450,COM,2005,0,0,0,0
2451,COM,2006,0,0,0,0
2452,COM,2007,0,0,0,0
2453,COM,2008,0,0,0,0
2454,COM,2009,0,0,0,1
2455,COM,2010,0,0,0,0
2456,COM,2011,0,0,0,0
2457,COM,2012,0,0,0,1
2458,COM,2013,0,0,0,0
2459,COM,2014,0,0,0,0
2460,COM,2015,0,0,0,0
2461,COM,2016,0,0,0,0
2462,COM,2017,0,0,0,0
2463,COM,2018,0,0,0,0
2464,COM,2019,0,0,0,0
2465,COM,2020,0,0,0,0
2466,COM,2021,0,0,0,0
2467,COM,2022,0,0,0,0
2468,COM,2023,0,0,0,0
2469,COM,2024,0,0,0,0
2470,CPV,1960,0,0,0,0
2471,CPV,1961,0,0,0,0
2472,CPV,1962,0,0,0,0
2473,CPV,1963,0,0,0,0
2474,CPV,1964,0,0,0,0
2475,CPV,1965,0,0,0,0
2476,CPV,1966,0,0,0,0
2477,CPV,1967,0,0,0,0
2478,CPV,1968,0,0,0,0
2479,CPV,1969,1,0,0,0
2480,CPV,1970,0,0,0,0
2481,CPV,1971,0,0,0,0
2482,CPV,1972,0,0,0,0
2483,CPV,1973,0,0,0,0
2484,CPV,1974,0,0,0,0
2485,CPV,1975,0,0,0,0
2486,CPV,1976,0,0,0,0
2487,CPV,1977,0,0,0,0
2488,CPV,1978,0,0,0,0
2489,CPV,1979,0,0,0,0
2490,CPV,1980,1,0,0,0
2491,CPV,1981,0,0,0,0
2492,CPV,1982,0,0,0,0
2493,CPV,1983,0,0,0,0
2494,CPV,1984,0,0,0,0
2495,CPV,1985,0,0,0,0
2496,CPV,1986,0,0,0,0
2497,CPV,1987,0,0,0,0
2498,CPV,1988,0,0,0,0
2499,CPV,1989,0,0,0,0
2500,CPV,1990,0,0,0,0
2501,CPV,1991,0,0,0,0
2502,CPV,1992,1,0,0,0
2503,CPV,1993,0,0,0,0
2504,CPV,1994,0,0,0,0
2505,CPV,1995,0,0,0,0
2506,CPV,1996,0,0,0,0
2507,CPV,1997,0,0,0,0
2508,CPV,1998,1,0,0,0
2509,CPV,1999,0,0,0,0
2510,CPV,2000,0,0,0,0
2511,CPV,2001,0,0,0,0
2512,CPV,2002,1,0,0,0
2513,CPV,2003,0,0,0,0
2514,CPV,2004,0,0,0,0
2515,CPV,2005,0,0,0,0
2516,CPV,2006,0,0,0,0
2517,CPV,2007,0,0,0,0
2518,CPV,2008,0,0,0,0
2519,CPV,2009,0,0,0,1
2520,CPV,2010,0,0,0,0
2521,CPV,2011,0,0,0,0
2522,CPV,2012,0,0,0,0
2523,CPV,2013,0,0,0,0
2524,CPV,2014,0,0,0,0
2525,CPV,2015,0,0,0,0
2526,CPV,2016,0,0,0,0
2527,CPV,2017,1,0,0,0
2528,CPV,2018,0,0,0,0
2529,CPV,2019,0,0,0,0
2530,CPV,2020,0,0,0,1
2531,CPV,2021,0,0,0,0
2532,CPV,2022,1,0,0,0
2533,CPV,2023,0,0,0,0
2534,CPV,2024,0,0,0,0
2535,CRI,1960,0,0,0,0
2536,CRI,1961,0,0,0,0
2537,CRI,1962,0,0,0,0
2538,CRI,1963,0,0,0,0
2539,CRI,1964,0,0,0,0
2540,CRI,1965,0,0,0,0
2541,CRI,1966,0,0,0,0
2542,CRI,1967,0,0,0,0
2543,CRI,1968,0,0,0,0
2544,CRI,1969,0,0,0,1
2545,CRI,1970,0,0,0,1
2546,CRI,1971,0,0,0,0
2547,CRI,1972,0,0,0,0
2548,CRI,1973,1,0,0,0
2549,CRI,1974,0,0,0,0
2550,CRI,1975,0,0,0,0
2551,CRI,1976,0,0,1,0
2552,CRI,1977,0,0,0,0
2553,CRI,1978,0,0,0,0
2554,CRI,1979,0,0,0,0
2555,CRI,1980,0,0,0,1
2556,CRI,1981,0,0,0,0
2557,CRI,1982,0,0,0,0
2558,CRI,1983,0,0,0,0
2559,CRI,1984,0,0,0,0
2560,CRI,1985,0,0,0,0
2561,CRI,1986,0,0,0,0
2562,CRI,1987,0,0,0,0
2563,CRI,1988,0,0,0,1
2564,CRI,1989,0,0,0,0
2565,CRI,1990,0,0,0,0
2566,CRI,1991,0,0,0,1
2567,CRI,1992,0,0,1,0
2568,CRI,1993,0,0,0,1
2569,CRI,1994,1,0,0,1
2570,CRI,1995,0,0,0,0
2571,CRI,1996,0,0,0,1
2572,CRI,1997,0,0,0,0
2573,CRI,1998,1,0,0,0
2574,CRI,1999,0,0,0,1
2575,CRI,2000,0,0,0,0
2576,CRI,2001,0,0,0,1
2577,CRI,2002,0,0,0,1
2578,CRI,2003,0,0,0,1
2579,CRI,2004,0,0,0,1
2580,CRI,2005,0,0,0,1
2581,CRI,2006,0,0,0,0
2582,CRI,2007,0,0,0,1
2583,CRI,2008,0,0,0,1
2584,CRI,2009,0,0,0,0
2585,CRI,2010,0,0,0,1
2586,CRI,2011,0,0,0,1
2587,CRI,2012,0,0,0,1
2588,CRI,2013,0,0,0,0
2589,CRI,2014,1,0,0,0
2590,CRI,2015,0,0,0,1
2591,CRI,2016,0,0,0,0
2592,CRI,2017,0,0,0,0
2593,CRI,2018,1,0,0,1
2594,CRI,2019,0,0,0,0
2595,CRI,2020,0,0,0,0
2596,CRI,2021,0,0,0,1
2597,CRI,2022,0,0,0,0
2598,CRI,2023,0,0,0,0
2599,CRI,2024,0,0,0,0
2600,CSK,1960,0,0,0,0
2601,CSK,1961,0,0,0,0
2602,CSK,1962,0,0,0,0
2603,CSK,1963,0,0,0,0
2604,CSK,1964,0,0,0,0
2605,CSK,1965,0,0,0,0
2606,CSK,1966,0,0,0,0
2607,CSK,1967,0,0,0,0
2608,CSK,1968,0,0,0,0
2609,CSK,1969,0,0,0,0
2610,CSK,1970,0,0,0,0
2611,CSK,1971,0,0,0,0
2612,CSK,1972,0,0,0,0
2613,CSK,1973,0,0,0,0
2614,CSK,1974,0,0,0,0
2615,CSK,1975,0,0,0,0
2616,CSK,1976,0,0,0,0
2617,CSK,1977,0,0,0,0
2618,CSK,1978,0,0,0,0
2619,CSK,1979,0,0,0,0
2620,CSK,1980,0,0,0,0
2621,CSK,1981,0,0,0,0
2622,CSK,1982,0,0,0,0
2623,CSK,1983,0,0,0,0
2624,CSK,1984,0,0,0,0
2625,CSK,1985,0,0,0,0
2626,CSK,1986,0,0,0,0
2627,CSK,1987,0,0,0,1
2628,CSK,1988,0,0,0,0
2629,CSK,1989,0,0,0,0
2630,CSK,1990,0,0,0,0
2631,CSK,1991,0,0,0,0
2632,CSK,1992,0,0,0,0
2633,CSK,1993,0,0,0,0
2634,CSK,1994,0,0,0,0
2635,CSK,1995,0,0,0,0
2636,CSK,1996,0,0,0,0
2637,CSK,1997,0,0,0,0
2638,CSK,1998,0,0,0,0
2639,CSK,1999,0,0,0,0
2640,CSK,2000,0,0,0,0
2641,CSK,2001,0,0,0,0
2642,CSK,2002,0,0,0,0
2643,CSK,2003,0,0,0,0
2644,CSK,2004,0,0,0,0
2645,CSK,2005,0,0,0,0
2646,CSK,2006,0,0,0,0
2647,CSK,2007,0,0,0,0
2648,CSK,2008,0,0,0,0
2649,CSK,2009,0,0,0,0
2650,CSK,2010,0,0,0,0
2651,CSK,2011,0,0,0,0
2652,CSK,2012,0,0,0,0
2653,CSK,2013,0,0,0,0
2654,CSK,2014,0,0,0,0
2655,CSK,2015,0,0,0,0
2656,CSK,2016,0,0,0,0
2657,CSK,2017,0,0,0,0
2658,CSK,2018,0,0,0,0
2659,CSK,2019,0,0,0,0
2660,CSK,2020,0,0,0,0
2661,CSK,2021,0,0,0,0
2662,CSK,2022,0,0,0,0
2663,CSK,2023,0,0,0,0
2664,CSK,2024,0,0,0,0
2665,CUB,1960,0,0,0,0
2666,CUB,1961,0,0,0,0
2667,CUB,1962,0,0,0,0
2668,CUB,1963,0,0,0,0
2669,CUB,1964,0,0,0,0
2670,CUB,1965,0,0,0,0
2671,CUB,1966,0,0,0,0
2672,CUB,1967,0,0,0,0
2673,CUB,1968,0,0,0,0
2674,CUB,1969,0,0,0,0
2675,CUB,1970,0,0,0,0
2676,CUB,1971,0,0,0,0
2677,CUB,1972,0,0,0,0
2678,CUB,1973,0,0,0,0
2679,CUB,1974,0,0,0,0
2680,CUB,1975,0,0,0,0
2681,CUB,1976,0,0,0,0
2682,CUB,1977,0,0,0,1
2683,CUB,1978,0,0,0,0
2684,CUB,1979,0,0,0,0
2685,CUB,1980,0,0,0,0
2686,CUB,1981,1,0,0,0
2687,CUB,1982,0,0,0,0
2688,CUB,1983,0,0,0,1
2689,CUB,1984,0,0,0,0
2690,CUB,1985,0,0,0,1
2691,CUB,1986,1,0,0,1
2692,CUB,1987,0,0,1,0
2693,CUB,1988,0,0,0,1
2694,CUB,1989,0,0,0,0
2695,CUB,1990,0,0,0,1
2696,CUB,1991,0,0,0,0
2697,CUB,1992,0,0,0,1
2698,CUB,1993,1,0,0,1
2699,CUB,1994,0,0,0,1
2700,CUB,1995,0,0,0,1
2701,CUB,1996,0,0,0,1
2702,CUB,1997,0,0,0,1
2703,CUB,1998,1,0,0,0
2704,CUB,1999,0,0,1,0
2705,CUB,2000,1,0,0,1
2706,CUB,2001,0,0,0,0
2707,CUB,2002,0,0,0,1
2708,CUB,2003,0,0,0,1
2709,CUB,2004,1,0,0,0
2710,CUB,2005,0,0,0,0
2711,CUB,2006,0,0,0,1
2712,CUB,2007,0,0,0,1
2713,CUB,2008,0,0,0,1
2714,CUB,2009,0,0,0,0
2715,CUB,2010,0,0,0,0
2716,CUB,2011,0,0,0,0
2717,CUB,2012,0,0,0,1
2718,CUB,2013,0,0,0,1
2719,CUB,2014,0,0,0,0
2720,CUB,2015,1,0,0,1
2721,CUB,2016,0,0,0,0
2722,CUB,2017,0,0,0,0
2723,CUB,2018,0,0,0,0
2724,CUB,2019,0,0,0,0
2725,CUB,2020,0,0,0,0
2726,CUB,2021,0,0,0,0
2727,CUB,2022,0,0,0,1
2728,CUB,2023,0,0,0,1
2729,CUB,2024,0,0,0,0
2730,CYP,1960,0,0,0,0
2731,CYP,1961,0,0,0,0
2732,CYP,1962,0,0,0,0
2733,CYP,1963,0,0,0,0
2734,CYP,1964,0,0,0,0
2735,CYP,1965,0,0,0,0
2736,CYP,1966,0,0,0,0
2737,CYP,1967,0,0,0,0
2738,CYP,1968,0,0,0,0
2739,CYP,1969,0,0,0,0
2740,CYP,1970,0,0,0,0
2741,CYP,1971,0,0,0,0
2742,CYP,1972,0,0,0,0
2743,CYP,1973,0,0,0,0
2744,CYP,1974,0,0,0,0
2745,CYP,1975,0,0,0,0
2746,CYP,1976,0,0,0,0
2747,CYP,1977,0,0,0,0
2748,CYP,1978,0,0,0,0
2749,CYP,1979,0,0,0,0
2750,CYP,1980,0,0,0,0
2751,CYP,1981,0,0,0,0
2752,CYP,1982,0,0,0,0
2753,CYP,1983,0,0,0,0
2754,CYP,1984,0,0,0,0
2755,CYP,1985,0,0,0,0
2756,CYP,1986,0,0,0,0
2757,CYP,1987,0,0,0,0
2758,CYP,1988,0,0,0,0
2759,CYP,1989,0,0,0,0
2760,CYP,1990,0,0,0,0
2761,CYP,1991,1,0,0,0
2762,CYP,1992,0,0,0,0
2763,CYP,1993,0,0,0,0
2764,CYP,1994,0,0,0,0
2765,CYP,1995,0,0,0,0
2766,CYP,1996,0,0,0,0
2767,CYP,1997,0,0,0,0
2768,CYP,1998,0,1,0,0
2769,CYP,1999,0,0,0,0
2770,CYP,2000,1,1,1,0
2771,CYP,2001,0,0,0,0
2772,CYP,2002,0,0,0,0
2773,CYP,2003,0,0,0,0
2774,CYP,2004,0,0,0,0
2775,CYP,2005,0,0,0,0
2776,CYP,2006,0,0,0,0
2777,CYP,2007,0,1,0,0
2778,CYP,2008,0,0,0,0
2779,CYP,2009,0,0,0,0
2780,CYP,2010,0,0,0,0
2781,CYP,2011,0,0,0,0
2782,CYP,2012,0,0,0,0
2783,CYP,2013,0,0,0,0
2784,CYP,2014,0,0,0,0
2785,CYP,2015,0,0,0,0
2786,CYP,2016,0,0,0,0
2787,CYP,2017,0,0,0,0
2788,CYP,2018,0,0,0,0
2789,CYP,2019,0,0,0,0
2790,CYP,2020,0,0,0,0
2791,CYP,2021,0,0,1,0
2792,CYP,2022,0,1,0,0
2793,CYP,2023,0,0,0,0
2794,CYP,2024,0,0,0,1
2795,CZE,1960,0,0,0,0
2796,CZE,1961,0,0,0,0
2797,CZE,1962,0,0,0,0
2798,CZE,1963,0,0,0,0
2799,CZE,1964,0,0,0,0
2800,CZE,1965,0,0,0,0
2801,CZE,1966,0,0,0,0
2802,CZE,1967,0,0,0,0
2803,CZE,1968,0,0,0,0
2804,CZE,1969,0,0,0,0
2805,CZE,1970,0,0,0,0
2806,CZE,1971,0,0,0,0
2807,CZE,1972,0,0,0,0
2808,CZE,1973,0,0,0,0
2809,CZE,1974,0,0,0,0
2810,CZE,1975,0,0,0,0
2811,CZE,1976,0,0,0,0
2812,CZE,1977,0,0,0,0
2813,CZE,1978,0,0,0,0
2814,CZE,1979,0,0,0,0
2815,CZE,1980,0,0,0,0
2816,CZE,1981,0,0,0,0
2817,CZE,1982,0,0,0,0
2818,CZE,1983,0,0,0,0
2819,CZE,1984,0,0,0,0
2820,CZE,1985,0,0,0,0
2821,CZE,1986,0,0,0,0
2822,CZE,1987,0,0,0,0
2823,CZE,1988,0,0,0,0
2824,CZE,1989,0,0,0,0
2825,CZE,1990,0,0,0,0
2826,CZE,1991,0,0,0,0
2827,CZE,1992,0,0,0,0
2828,CZE,1993,0,0,0,0
2829,CZE,1994,0,0,0,0
2830,CZE,1995,0,0,0,0
2831,CZE,1996,0,0,0,1
2832,CZE,1997,0,0,0,1
2833,CZE,1998,0,0,0,1
2834,CZE,1999,0,0,0,0
2835,CZE,2000,0,0,0,1
2836,CZE,2001,0,0,0,0
2837,CZE,2002,0,0,0,1
2838,CZE,2003,0,1,0,0
2839,CZE,2004,0,0,0,0
2840,CZE,2005,0,0,0,1
2841,CZE,2006,0,0,0,1
2842,CZE,2007,0,0,0,0
2843,CZE,2008,0,0,0,0
2844,CZE,2009,0,0,0,1
2845,CZE,2010,0,0,0,1
2846,CZE,2011,0,0,0,0
2847,CZE,2012,0,0,0,0
2848,CZE,2013,0,0,0,1
2849,CZE,2014,0,0,0,0
2850,CZE,2015,0,0,0,0
2851,CZE,2016,0,0,0,0
2852,CZE,2017,0,0,0,0
2853,CZE,2018,0,0,0,0
2854,CZE,2019,0,0,0,0
2855,CZE,2020,0,0,0,0
2856,CZE,2021,0,0,0,1
2857,CZE,2022,0,1,0,0
2858,CZE,2023,0,0,0,1
2859,CZE,2024,0,0,0,0
2860,DEU,1960,0,0,0,0
2861,DEU,1961,0,0,0,0
2862,DEU,1962,0,0,0,0
2863,DEU,1963,0,0,0,0
2864,DEU,1964,0,0,0,0
2865,DEU,1965,0,0,0,0
2866,DEU,1966,0,0,0,0
2867,DEU,1967,0,0,0,0
2868,DEU,1968,0,0,0,0
2869,DEU,1969,0,0,0,0
2870,DEU,1970,0,0,0,0
2871,DEU,1971,0,0,0,0
2872,DEU,1972,0,0,0,0
2873,DEU,1973,0,0,0,0
2874,DEU,1974,0,0,0,0
2875,DEU,1975,0,0,0,0
2876,DEU,1976,0,0,0,0
2877,DEU,1977,0,0,0,0
2878,DEU,1978,0,0,0,0
2879,DEU,1979,0,0,0,0
2880,DEU,1980,0,0,0,0
2881,DEU,1981,0,0,0,0
2882,DEU,1982,0,0,0,0
2883,DEU,1983,0,0,0,0
2884,DEU,1984,0,0,0,0
2885,DEU,1985,0,0,0,0
2886,DEU,1986,0,0,0,0
2887,DEU,1987,0,0,0,0
2888,DEU,1988,0,0,0,0
2889,DEU,1989,0,0,0,0
2890,DEU,1990,0,0,0,0
2891,DEU,1991,0,0,0,0
2892,DEU,1992,0,0,0,1
2893,DEU,1993,0,0,0,1
2894,DEU,1994,0,0,0,1
2895,DEU,1995,0,0,0,0
2896,DEU,1996,0,0,0,0
2897,DEU,1997,0,0,0,1
2898,DEU,1998,0,0,0,0
2899,DEU,1999,0,0,0,1
2900,DEU,2000,0,0,0,0
2901,DEU,2001,0,0,0,0
2902,DEU,2002,0,0,0,1
2903,DEU,2003,0,1,0,0
2904,DEU,2004,0,0,0,0
2905,DEU,2005,0,0,0,1
2906,DEU,2006,0,1,0,1
2907,DEU,2007,0,0,0,1
2908,DEU,2008,0,0,0,0
2909,DEU,2009,0,0,0,1
2910,DEU,2010,0,0,0,1
2911,DEU,2011,0,0,0,1
2912,DEU,2012,0,0,0,0
2913,DEU,2013,0,0,0,1
2914,DEU,2014,0,0,0,0
2915,DEU,2015,0,0,0,0
2916,DEU,2016,0,0,0,1
2917,DEU,2017,0,0,0,1
2918,DEU,2018,0,1,0,0
2919,DEU,2019,0,1,0,0
2920,DEU,2020,0,0,0,0
2921,DEU,2021,0,0,0,1
2922,DEU,2022,0,1,0,0
2923,DEU,2023,0,0,0,0
2924,DEU,2024,0,0,0,1
2925,DFR,1960,0,0,0,0
2926,DFR,1961,0,0,0,0
2927,DFR,1962,0,0,0,0
2928,DFR,1963,0,0,0,0
2929,DFR,1964,0,0,0,0
2930,DFR,1965,0,0,0,0
2931,DFR,1966,0,0,0,0
2932,DFR,1967,0,0,0,0
2933,DFR,1968,0,0,0,0
2934,DFR,1969,0,0,0,0
2935,DFR,1970,0,0,0,0
2936,DFR,1971,0,0,0,0
2937,DFR,1972,0,0,0,0
2938,DFR,1973,0,0,0,0
2939,DFR,1974,0,0,0,0
2940,DFR,1975,0,0,0,0
2941,DFR,1976,0,0,0,0
2942,DFR,1977,0,0,0,0
2943,DFR,1978,0,0,0,1
2944,DFR,1979,0,0,0,0
2945,DFR,1980,0,0,0,0
2946,DFR,1981,0,0,0,0
2947,DFR,1982,0,0,0,0
2948,DFR,1983,0,0,1,1
2949,DFR,1984,0,0,0,0
2950,DFR,1985,0,0,0,0
2951,DFR,1986,0,0,0,0
2952,DFR,1987,0,0,0,0
2953,DFR,1988,0,0,0,1
2954,DFR,1989,0,0,0,0
2955,DFR,1990,0,0,0,0
2956,DFR,1991,0,0,0,1
2957,DFR,1992,0,0,0,0
2958,DFR,1993,0,0,0,0
2959,DFR,1994,0,0,0,0
2960,DFR,1995,0,0,0,0
2961,DFR,1996,0,0,0,0
2962,DFR,1997,0,0,0,0
2963,DFR,1998,0,0,0,0
2964,DFR,1999,0,0,0,0
2965,DFR,2000,0,0,0,0
2966,DFR,2001,0,0,0,0
2967,DFR,2002,0,0,0,0
2968,DFR,2003,0,0,0,0
2969,DFR,2004,0,0,0,0
2970,DFR,2005,0,0,0,0
2971,DFR,2006,0,0,0,0
2972,DFR,2007,0,0,0,0
2973,DFR,2008,0,0,0,0
2974,DFR,2009,0,0,0,0
2975,DFR,2010,0,0,0,0
2976,DFR,2011,0,0,0,0
2977,DFR,2012,0,0,0,0
2978,DFR,2013,0,0,0,0
2979,DFR,2014,0,0,0,0
2980,DFR,2015,0,0,0,0
2981,DFR,2016,0,0,0,0
2982,DFR,2017,0,0,0,0
2983,DFR,2018,0,0,0,0
2984,DFR,2019,0,0,0,0
2985,DFR,2020,0,0,0,0
2986,DFR,2021,0,0,0,0
2987,DFR,2022,0,0,0,0
2988,DFR,2023,0,0,0,0
2989,DFR,2024,0,0,0,0
2990,DJI,1960,0,0,0,0
2991,DJI,1961,0,0,0,0
2992,DJI,1962,0,0,0,0
2993,DJI,1963,0,0,0,0
2994,DJI,1964,0,0,0,0
2995,DJI,1965,0,0,0,0
2996,DJI,1966,0,0,0,0
2997,DJI,1967,0,0,0,0
2998,DJI,1968,0,0,0,0
2999,DJI,1969,0,0,0,0
3000,DJI,1970,0,0,0,0
3001,DJI,1971,0,0,0,0
3002,DJI,1972,0,0,0,0
3003,DJI,1973,0,0,0,0
3004,DJI,1974,0,0,0,0
3005,DJI,1975,0,0,0,0
3006,DJI,1976,0,0,0,0
3007,DJI,1977,0,0,0,1
3008,DJI,1978,0,0,0,1
3009,DJI,1979,0,0,0,0
3010,DJI,1980,1,0,0,0
3011,DJI,1981,0,0,0,1
3012,DJI,1982,0,0,0,0
3013,DJI,1983,1,0,0,0
3014,DJI,1984,0,0,0,0
3015,DJI,1985,0,0,0,0
3016,DJI,1986,0,0,0,0
3017,DJI,1987,0,0,0,0
3018,DJI,1988,1,0,0,0
3019,DJI,1989,0,0,0,1
3020,DJI,1990,0,0,0,0
3021,DJI,1991,0,0,0,0
3022,DJI,1992,0,0,0,0
3023,DJI,1993,0,0,0,1
3024,DJI,1994,0,0,0,1
3025,DJI,1995,0,0,0,0
3026,DJI,1996,1,0,0,0
3027,DJI,1997,0,0,0,0
3028,DJI,1998,0,0,0,0
3029,DJI,1999,1,0,0,0
3030,DJI,2000,0,0,0,0
3031,DJI,2001,0,0,0,0
3032,DJI,2002,0,0,0,0
3033,DJI,2003,0,0,0,0
3034,DJI,2004,0,0,0,1
3035,DJI,2005,1,0,0,0
3036,DJI,2006,0,0,0,0
3037,DJI,2007,1,0,0,0
3038,DJI,2008,1,0,0,0
3039,DJI,2009,0,0,0,0
3040,DJI,2010,1,0,0,0
3041,DJI,2011,0,0,0,0
3042,DJI,2012,0,0,0,0
3043,DJI,2013,0,0,0,0
3044,DJI,2014,0,0,0,0
3045,DJI,2015,0,0,0,0
3046,DJI,2016,0,0,0,0
3047,DJI,2017,0,0,0,0
3048,DJI,2018,0,0,0,0
3049,DJI,2019,0,0,0,1
3050,DJI,2020,0,0,0,1
3051,DJI,2021,0,0,0,0
3052,DJI,2022,1,0,0,0
3053,DJI,2023,0,0,0,0
3054,DJI,2024,0,0,0,0
3055,DNK,1960,0,0,0,0
3056,DNK,1961,0,0,0,0
3057,DNK,1962,0,0,0,0
3058,DNK,1963,0,0,0,0
3059,DNK,1964,0,0,0,0
3060,DNK,1965,0,0,0,0
3061,DNK,1966,0,0,0,0
3062,DNK,1967,0,0,0,0
3063,DNK,1968,0,0,0,0
3064,DNK,1969,0,0,0,0
3065,DNK,1970,0,0,0,0
3066,DNK,1971,0,0,0,0
3067,DNK,1972,0,0,0,0
3068,DNK,1973,0,0,0,0
3069,DNK,1974,0,0,0,0
3070,DNK,1975,0,0,0,0
3071,DNK,1976,0,0,0,0
3072,DNK,1977,0,0,0,0
3073,DNK,1978,0,0,0,0
3074,DNK,1979,0,0,0,0
3075,DNK,1980,0,0,0,0
3076,DNK,1981,0,0,0,0
3077,DNK,1982,0,0,0,0
3078,DNK,1983,0,0,0,0
3079,DNK,1984,0,0,0,0
3080,DNK,1985,0,0,0,0
3081,DNK,1986,0,0,0,0
3082,DNK,1987,0,0,0,0
3083,DNK,1988,0,0,0,0
3084,DNK,1989,0,0,0,0
3085,DNK,1990,0,0,0,0
3086,DNK,1991,0,0,0,0
3087,DNK,1992,1,0,0,0
3088,DNK,1993,0,0,0,0
3089,DNK,1994,0,0,0,0
3090,DNK,1995,0,0,0,0
3091,DNK,1996,0,0,0,0
3092,DNK,1997,0,0,0,0
3093,DNK,1998,0,0,0,0
3094,DNK,1999,0,0,0,0
3095,DNK,2000,0,0,0,0
3096,DNK,2001,0,0,0,0
3097,DNK,2002,0,0,0,0
3098,DNK,2003,0,0,0,0
3099,DNK,2004,0,0,0,0
3100,DNK,2005,0,0,0,0
3101,DNK,2006,0,0,0,0
3102,DNK,2007,0,0,0,0
3103,DNK,2008,0,0,0,0
3104,DNK,2009,0,0,0,0
3105,DNK,2010,0,0,0,0
3106,DNK,2011,0,0,0,0
3107,DNK,2012,0,0,0,0
3108,DNK,2013,0,0,0,0
3109,DNK,2014,0,0,0,0
3110,DNK,2015,0,0,0,0
3111,DNK,2016,0,0,0,0
3112,DNK,2017,0,0,0,0
3113,DNK,2018,0,0,0,0
3114,DNK,2019,0,0,0,0
3115,DNK,2020,0,0,0,0
3116,DNK,2021,0,0,0,0
3117,DNK,2022,0,1,0,0
3118,DNK,2023,0,0,0,0
3119,DNK,2024,0,0,0,0
3120,DOM,1960,0,0,0,0
3121,DOM,1961,0,0,0,0
3122,DOM,1962,0,0,0,0
3123,DOM,1963,0,0,0,0
3124,DOM,1964,0,0,0,0
3125,DOM,1965,0,0,1,0
3126,DOM,1966,0,0,0,0
3127,DOM,1967,0,0,0,0
3128,DOM,1968,1,0,0,0
3129,DOM,1969,0,0,0,0
3130,DOM,1970,0,0,0,0
3131,DOM,1971,0,0,0,0
3132,DOM,1972,0,0,0,0
3133,DOM,1973,0,0,0,0
3134,DOM,1974,0,0,0,0
3135,DOM,1975,0,0,0,0
3136,DOM,1976,0,0,0,0
3137,DOM,1977,0,0,0,0
3138,DOM,1978,0,0,0,0
3139,DOM,1979,0,0,0,1
3140,DOM,1980,0,0,0,0
3141,DOM,1981,0,0,0,1
3142,DOM,1982,0,0,0,0
3143,DOM,1983,0,0,1,0
3144,DOM,1984,0,0,0,0
3145,DOM,1985,0,0,0,1
3146,DOM,1986,0,0,0,0
3147,DOM,1987,0,0,0,0
3148,DOM,1988,0,0,0,1
3149,DOM,1989,0,0,0,0
3150,DOM,1990,0,0,0,0
3151,DOM,1991,0,0,0,1
3152,DOM,1992,0,0,0,0
3153,DOM,1993,0,0,0,1
3154,DOM,1994,0,0,0,0
3155,DOM,1995,0,0,0,0
3156,DOM,1996,0,0,0,1
3157,DOM,1997,0,0,0,0
3158,DOM,1998,0,0,0,0
3159,DOM,1999,0,0,0,0
3160,DOM,2000,0,0,0,0
3161,DOM,2001,0,0,0,0
3162,DOM,2002,0,0,0,1
3163,DOM,2003,0,0,0,1
3164,DOM,2004,0,0,0,1
3165,DOM,2005,0,0,1,1
3166,DOM,2006,0,0,0,0
3167,DOM,2007,0,0,0,1
3168,DOM,2008,0,0,0,0
3169,DOM,2009,0,0,0,1
3170,DOM,2010,0,0,0,1
3171,DOM,2011,0,0,0,1
3172,DOM,2012,0,0,0,1
3173,DOM,2013,0,0,0,1
3174,DOM,2014,0,0,0,1
3175,DOM,2015,0,0,0,1
3176,DOM,2016,0,0,0,1
3177,DOM,2017,0,0,0,0
3178,DOM,2018,0,0,0,1
3179,DOM,2019,0,0,0,0
3180,DOM,2020,0,0,0,0
3181,DOM,2021,0,0,0,0
3182,DOM,2022,0,0,0,1
3183,DOM,2023,0,0,0,1
3184,DOM,2024,0,0,0,0
3185,DZA,1960,0,0,0,0
3186,DZA,1961,0,0,0,0
3187,DZA,1962,0,0,0,0
3188,DZA,1963,0,0,0,1
3189,DZA,1964,0,0,0,0
3190,DZA,1965,0,0,0,0
3191,DZA,1966,0,0,0,1
3192,DZA,1967,0,0,0,1
3193,DZA,1968,0,0,0,0
3194,DZA,1969,0,0,0,1
3195,DZA,1970,0,0,0,0
3196,DZA,1971,0,0,0,0
3197,DZA,1972,0,0,0,0
3198,DZA,1973,0,0,0,1
3199,DZA,1974,0,0,0,1
3200,DZA,1975,0,0,0,0
3201,DZA,1976,0,0,0,0
3202,DZA,1977,0,0,0,0
3203,DZA,1978,0,0,0,0
3204,DZA,1979,0,0,0,1
3205,DZA,1980,0,0,0,0
3206,DZA,1981,1,0,0,1
3207,DZA,1982,0,0,0,1
3208,DZA,1983,0,0,0,0
3209,DZA,1984,0,0,0,1
3210,DZA,1985,0,0,0,1
3211,DZA,1986,0,0,0,0
3212,DZA,1987,0,0,0,0
3213,DZA,1988,0,0,0,0
3214,DZA,1989,0,0,0,0
3215,DZA,1990,0,0,0,0
3216,DZA,1991,0,0,0,0
3217,DZA,1992,0,0,0,1
3218,DZA,1993,0,0,0,1
3219,DZA,1994,0,0,1,1
3220,DZA,1995,0,0,0,0
3221,DZA,1996,0,0,0,1
3222,DZA,1997,0,0,0,1
